series,pubCohort,wgDum,rfcDum,filesize,n_author,n_affil,usAuth,forAuth,n_com,n_edu,n_gov,n_net,n_org,priorwgc,rfcKeyCnt,patCites,rfcCites,rfcPages,pubCites,backCites,stBackCites,nsBackCites,cumWgOrg2,techarea,cummsgs,ttlmsg1yr,ttlusr1yr,ttlafl1yr,areaCumUsrs,areaCumAfls,areaUsrGrowth,areaAflGrowth,cummsgs_all,age,exiType,exprfc,inforfc,strfc,nsrfc
161,1998,1,1,176104,1,1,1,0,1,0,0,0,0,0,0,0,7,115,0,20,19,1,101,"o&m",,,,,,,,,,11,4,0,0,1,0
162,1994,0,0,20627,2,2,1,1,1,0,0,0,0,1,10.349,0,0,,0,,,,35,"none",,,,,,,,,,1,2,0,0,0,0
163,1994,0,0,61679,2,2,1,0,2,0,0,0,0,1,29.8784,0,0,,0,,,,35,"none",,,,,,,,,,1,2,0,0,0,0
164,1999,0,1,55852,2,2,1,0,2,0,0,0,0,0,7,0,16,44,1,31,23,8,110,"none",,,,,,,,,,9,3,0,0,0,0
165,1997,0,0,26451,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
166,2002,1,1,42000,4,4,1,0,3,0,0,0,1,1,0,0,1,20,0,4,3,1,128,"tsv",,,,,,,,,,8,3,0,1,0,1
167,2002,1,0,45907,1,1,1,0,1,0,0,0,0,1,1,0,0,,0,,,,128,"rtg",,,,,,,,,,3,2,0,0,0,0
168,2002,1,0,30996,2,2,1,0,1,0,0,0,0,1,50,0,0,,0,,,,128,"app",1474,1011,237,155,22424,20035,2477,2282,1626,5,2,0,0,0,0
169,2002,1,1,12476,2,1,0,1,1,0,0,0,0,0,0,4,2,26,0,8,5,3,128,"tsv",1518,1517,429,290,17090,13579,4938,3676,1714,4,4,0,0,1,0
170,2003,1,1,20172,1,1,0,1,0,1,0,0,0,0,0,0,4,41,0,37,21,16,120,"o&m",1580,1580,253,228,16681,14605,1680,1517,1685,10,3,0,1,0,1
171,1997,1,1,10690,1,1,1,0,1,0,0,0,0,0,11,4,10,10,1,8,7,1,3,"int",17,17,4,4,8228,7096,1385,1177,20,7,4,0,0,1,0
172,2002,0,0,35381,6,6,1,0,7,0,0,1,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,4,2,0,0,0,0
173,2002,1,1,59728,3,2,1,0,2,0,0,0,0,1,6,0,2,36,0,26,21,5,128,"o&m",2949,172,57,57,14519,12658,1621,1426,3778,18,4,0,0,1,0
174,1997,1,0,20565,2,2,1,0,2,0,0,0,0,1,15,0,0,,0,,,,15,"sec",4294,1470,431,356,2584,2233,854,749,4760,1,2,0,0,0,0
175,1996,1,0,22377,3,3,1,0,2,0,0,0,1,0,3,0,0,,0,,,,55,"sec",2735,859,236,194,1618,1385,432,392,3026,2,2,0,0,0,0
176,1997,1,1,38312,4,4,1,1,1,3,0,0,0,1,0,5,2,21,1,4,3,1,6,"app",,,,,,,,,,4,3,0,1,0,1
177,2001,1,1,27264,1,1,1,0,1,0,0,0,0,1,29,0,15,23,1,3,3,0,19,"int",9995,5931,1199,697,15667,13358,2432,1986,11058,11,4,0,0,1,0
178,1998,1,1,145430,5,5,1,0,5,0,0,0,0,1,0,0,5,86,1,18,16,2,5,"o&m",133,0,0,0,8774,7593,747,662,186,7,4,0,0,1,0
179,2002,0,0,25687,2,2,1,0,1,0,0,1,0,0,41,0,0,,0,,,,128,"none",,,,,,,,,,4,2,0,0,0,0
180,2002,1,1,13318,1,1,1,0,1,0,0,0,0,0,12,0,2,18,0,11,10,1,128,"tsv",166,166,41,26,20250,15980,5327,4010,176,11,4,0,0,1,0
181,1998,1,1,21253,4,2,1,0,2,0,0,0,0,0,53,8,0,9,0,2,1,1,7,"app",,,,,,,,,,4,3,0,1,0,1
182,2001,1,0,19607,4,3,1,1,3,0,0,0,0,1,0,0,0,,0,,,,141,"rtg",,,,,,,,,,6,2,0,0,0,0
183,1997,1,1,41219,1,1,1,0,0,0,0,1,0,0,0,1,2,25,1,6,5,1,81,"rtg",657,657,158,101,2035,1729,204,179,802,7,4,0,0,1,0
184,1996,1,1,44312,2,1,1,0,0,1,0,0,0,0,69,1,0,18,2,2,2,0,55,"int",1189,709,174,140,6280,5446,1599,1348,1425,4,3,0,1,0,1
185,1996,0,1,35106,1,1,1,0,0,1,0,0,0,0,8,0,4,22,0,4,3,1,55,"none",,,,,,,,,,4,3,0,1,0,1
186,2001,1,0,8035,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,,,,141,"o&m",6814,129,36,33,10944,9575,1914,1599,8979,5,1,0,0,0,0
187,2004,1,1,51907,1,1,1,0,1,0,0,0,0,1,74,0,4,25,1,9,7,2,116,"rtg",4003,813,254,182,15390,11886,2003,1609,4386,5,4,0,0,1,0
188,1997,1,1,12282,1,1,1,0,0,1,0,0,0,0,0,0,5,16,0,27,22,5,81,"o&m",657,44,25,21,8070,6990,1224,1090,800,8,4,0,0,1,0
189,2003,0,0,23691,1,1,1,0,0,0,0,0,1,0,14,0,0,,0,,,,120,"none",,,,,,,,,,3,2,0,0,0,0
190,2003,1,0,42344,2,1,1,0,1,0,0,0,0,0,7,0,0,,0,,,,120,"rtg",17076,2274,615,416,9185,7621,2370,1897,20503,2,2,0,0,0,0
191,1996,1,0,9250,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,55,"sec",,,,,,,,,,3,2,0,0,0,0
192,2004,1,1,107692,1,1,0,1,0,0,0,0,0,0,164,0,0,31,0,12,8,4,116,"tsv",,,,,,,,,,10,3,0,1,0,1
194,2003,1,1,24690,4,2,1,0,1,0,0,0,0,0,11,0,1,10,0,8,4,4,120,"rtg",17076,2274,615,416,9185,7621,2370,1897,20503,9,4,0,0,1,0
195,2001,1,1,17781,1,1,0,1,1,0,0,0,0,0,18,0,0,26,0,4,3,1,141,"int",826,552,168,138,16261,13481,3272,2420,1025,16,4,0,0,1,0
196,1998,1,0,12253,1,1,1,0,1,0,0,0,0,1,10,0,0,,0,,,,7,"app",3,3,3,3,12766,11301,2688,2380,16,1,2,0,0,0,0
197,1998,1,0,41532,3,2,1,0,2,0,0,0,0,0,1,0,0,,0,,,,14,"int",2915,204,99,87,8665,7517,771,677,3508,1,2,0,0,0,0
198,1996,1,1,64240,4,4,1,0,4,0,0,0,0,0,0,2,8,35,0,4,2,2,55,"o&m",,,,,,,,,,6,3,0,1,0,1
199,2001,1,0,79286,1,1,1,0,1,0,0,0,0,1,20,0,0,,0,,,,141,"o&m",420,398,110,85,13668,11931,1840,1547,456,5,2,0,0,0,0
200,2002,1,0,17335,5,3,1,1,3,0,0,0,0,1,2,0,0,,0,,,,128,"tsv",1035,1035,318,217,16043,12806,4628,3468,1175,8,2,0,0,0,0
201,1997,1,0,31817,2,1,1,0,1,0,0,0,0,1,58,0,0,,0,,,,81,"app",366,323,66,58,8547,7606,2525,2198,407,3,2,0,0,0,0
202,2003,1,1,6996,1,1,1,0,1,0,0,0,0,0,5,0,5,9,0,12,11,1,120,"int",4655,2283,452,386,23165,18694,3506,2740,4905,9,4,0,0,1,0
203,2005,1,0,11395,1,1,1,0,1,0,0,0,0,1,5,0,0,,0,,,,116,"int",,,,,,,,,,8,1,0,0,0,0
204,2004,1,1,12520,2,2,1,1,2,0,0,0,0,1,5,0,2,8,0,4,3,1,116,"int",,,,,,,,,,5,4,0,0,1,0
205,2002,1,0,23214,2,2,1,0,2,0,0,0,0,1,16,0,0,,0,,,,128,"int",16123,6128,1156,739,18700,15761,3033,2403,17799,4,2,0,0,0,0
206,2002,1,1,20980,1,1,1,0,1,0,0,0,0,1,3,0,0,17,1,4,2,2,128,"int",14061,5901,1151,700,17593,14883,2987,2382,15541,12,4,0,0,1,0
207,1997,1,0,14341,2,1,1,0,1,0,0,0,0,0,3,0,0,,0,,,,8,"app",2271,1705,262,232,10225,9045,2882,2477,2398,1,2,0,0,0,0
208,1996,1,1,18852,1,1,1,0,1,0,0,0,0,0,0,13,13,43,0,6,1,5,55,"app",186,186,24,15,7095,6363,1786,1582,191,5,3,1,0,0,1
209,2000,1,1,103770,3,3,1,0,3,0,0,0,0,0,3,0,0,35,0,10,9,1,129,"rtg",,,,,,,,,,8,3,0,1,0,1
210,1999,1,1,103438,4,2,1,1,2,0,0,0,0,0,0,0,2,78,0,4,4,0,25,"rtg",2634,1692,406,295,2537,2165,411,362,3158,5,3,0,1,0,1
211,2002,1,1,46695,3,2,1,1,2,0,0,0,0,0,0,0,2,21,0,6,1,5,128,"int",,,,,,,,,,10,3,0,1,0,1
212,1996,1,1,24626,3,2,1,0,2,0,0,0,0,0,0,38,4,60,4,10,9,1,55,"tsv",39,39,20,20,2342,1938,791,654,62,10,4,0,0,1,0
213,1997,0,0,28695,1,1,1,0,1,0,0,0,0,0,36,0,0,,0,,,,81,"none",,,,,,,,,,2,2,0,0,0,0
214,1996,1,1,35806,2,2,1,0,2,0,0,0,0,0,0,0,9,12,0,8,5,3,55,"o&m",,,,,,,,,,13,3,0,1,0,1
215,2001,1,0,14061,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,141,"o&m",,,,,,,,,,4,2,0,0,0,0
216,2001,1,0,16432,2,2,1,0,1,0,0,1,0,1,26,0,0,,0,,,,141,"rtg",,,,,,,,,,8,2,0,0,0,0
217,1996,0,0,46277,2,2,1,0,2,0,0,0,0,0,0,0,0,,0,,,,55,"none",706,321,123,101,2013,1655,660,554,867,1,2,0,0,0,0
218,2002,1,1,28163,1,1,1,0,0,1,0,0,0,1,0,0,6,17,0,6,0,6,128,"gen",,,,,,,,,,15,3,0,0,0,0
219,2002,1,1,25531,1,1,1,0,0,1,0,0,0,1,0,0,5,18,0,3,0,3,128,"gen",,,,,,,,,,11,3,0,0,0,0
220,2002,1,0,31724,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,128,"tsv",50,50,15,13,16346,13010,4931,3672,57,3,2,0,0,0,0
221,1994,1,1,66732,1,1,0,1,0,1,0,0,0,1,12,0,3,38,0,14,12,2,35,"o&m",,,,,,,,,,5,3,1,0,0,1
222,2002,1,1,17812,2,2,1,0,2,0,0,0,0,0,15,0,0,20,0,10,5,5,128,"tsv",,,,,,,,,,10,3,0,1,0,1
223,1996,1,1,8589,2,1,1,0,0,1,0,0,0,0,2,0,1,8,0,5,3,2,55,"app",4,0,0,0,7415,6634,1975,1736,12,5,3,0,1,0,1
224,2000,1,1,42969,6,5,1,0,5,0,0,0,0,1,0,1,0,19,2,15,9,6,129,"app",,,,,,,,,,10,3,0,1,0,1
225,2001,1,0,34546,4,4,1,1,3,0,0,1,0,1,63,0,0,,0,,,,141,"app",205,205,27,21,18433,16415,2217,2012,225,6,2,0,0,0,0
226,2002,1,1,13337,1,1,0,1,1,0,0,0,0,0,11,0,4,12,0,5,4,1,128,"int",14631,6029,1164,715,17887,15114,3043,2419,16152,5,4,0,0,1,0
227,2002,1,1,62502,2,1,0,1,0,1,0,0,0,0,0,0,1,28,0,25,16,9,128,"tsv",50,50,15,13,16346,13010,4931,3672,57,12,3,0,1,0,1
228,2002,1,0,6670,1,1,0,1,0,1,0,0,0,0,3,0,0,,0,,,,128,"sec",13539,1986,449,405,11624,10108,1824,1570,15034,3,2,0,0,0,0
229,1997,1,1,25409,2,2,1,0,1,1,0,0,0,0,0,0,0,13,1,11,5,6,5,"rtg",415,281,83,70,1909,1600,217,167,553,4,3,0,1,0,1
230,1997,1,0,55150,1,1,1,0,1,0,0,0,0,0,39,0,0,,0,,,,3,"sec",,,,,,,,,,1,2,0,0,0,0
231,1994,0,0,78830,1,1,1,0,1,0,0,0,0,0,38.0376,0,0,,0,,,,35,"none",,,,,,,,,,6,2,0,0,0,0
232,1996,0,0,7394,2,1,1,0,1,0,0,0,0,1,3,0,0,,0,,,,55,"none",,,,,,,,,,2,2,0,0,0,0
233,1996,1,1,8857,2,1,1,0,0,1,0,0,0,0,8,8,5,8,0,8,5,3,55,"app",4,0,0,0,6886,6178,1741,1543,12,9,4,0,0,1,0
234,1997,1,0,40431,1,1,0,0,0,0,0,0,0,0,1,0,0,,0,,,,2,"o&m",244,0,0,0,7905,6830,1259,1125,338,1,2,0,0,0,0
235,1995,1,1,29576,1,1,1,0,1,0,0,0,0,0,0,9,11,15,5,6,4,2,42,"rtg",7,7,4,4,1497,1265,370,306,14,9,4,0,0,1,0
236,2001,1,0,16832,2,2,1,0,1,1,0,0,0,1,0,0,0,,0,,,,141,"rtg",,,,,,,,,,8,2,0,0,0,0
237,1992,0,0,85122,3,2,1,0,1,0,0,0,0,0,41.0308,0,0,,0,,,,19,"none",,,,,,,,,,3,2,0,0,0,0
238,1998,1,1,55403,3,2,1,1,2,0,0,0,0,0,2,0,5,106,0,23,18,5,14,"rtg",1638,1007,261,195,2273,1938,262,232,1981,15,4,0,0,1,0
239,2002,0,1,23031,2,2,1,0,2,0,0,0,0,1,1,0,7,25,0,10,7,3,128,"none",,,,,,,,,,6,4,0,0,1,0
240,1996,1,1,24630,2,2,1,0,0,1,1,0,0,0,2,1,11,20,0,0,0,0,55,"app",,,,,,,,,,7,3,1,0,0,1
241,1997,1,0,22748,3,1,1,0,1,0,0,0,0,1,0,0,0,,0,,,,81,"rtg",222,222,54,33,1915,1622,221,189,282,3,2,0,0,0,0
242,1997,1,1,10127,1,1,1,0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,81,"int",2579,1226,321,252,7544,6538,1068,929,3076,6,4,0,0,1,0
243,1997,1,1,10027,1,1,1,0,1,0,0,0,0,0,0,0,1,6,0,1,1,0,81,"int",2579,1226,321,252,7544,6538,1068,929,3076,6,4,0,0,1,0
244,1996,1,1,19884,3,1,0,1,0,1,0,0,0,0,0,0,1,10,1,6,4,2,7,"none",,,,,,,,,,3,3,0,1,0,1
245,2000,1,1,27359,3,3,1,0,3,0,0,0,0,1,0,0,2,17,1,3,2,1,129,"app",,,,,,,,,,13,3,0,1,0,1
246,1999,0,0,49618,6,6,1,0,10,0,0,0,0,0,2,0,0,,0,,,,110,"none",66,64,26,17,11032,9529,1415,1222,86,9,2,0,0,0,0
247,1999,0,1,16945,6,6,1,1,9,0,0,0,0,0,6,0,1,28,0,6,3,3,110,"none",66,64,26,17,11032,9529,1415,1222,86,11,3,0,1,0,1
248,2005,1,1,31156,1,1,1,0,0,0,0,1,0,0,2,0,0,22,0,15,7,8,116,"rtg",,,,,,,,,,6,3,0,1,0,1
249,1997,1,0,12727,1,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,81,"sec",3179,572,243,214,2022,1738,570,502,3549,2,2,0,0,0,0
250,1997,1,1,11251,3,3,1,0,2,0,0,1,0,0,1,2,3,16,0,0,0,0,81,"app",1972,1349,248,201,10189,9033,2896,2508,2149,5,4,0,0,1,0
251,2002,1,1,9732,1,1,1,0,1,0,0,0,0,1,0,0,3,29,0,34,22,12,128,"o&m",1078,380,144,134,14448,12574,1655,1412,1228,14,3,0,1,0,1
252,2001,1,1,6176,2,2,1,0,2,0,0,0,0,0,0,0,1,10,0,4,3,1,141,"app",2166,865,184,151,20190,17972,2599,2307,2344,10,4,0,0,1,0
253,1997,1,0,17593,1,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,81,"int",1049,351,135,130,7962,6823,1273,1065,1486,8,2,0,0,0,0
254,2001,1,0,45560,3,3,1,0,3,0,0,0,0,0,36,0,0,,0,,,,141,"app",235,235,40,30,18667,16621,2218,2008,261,5,2,0,0,0,0
255,2001,1,0,47401,4,1,0,1,1,0,0,0,0,0,1,0,0,,0,,,,141,"tsv",7924,890,359,295,11216,8843,4334,3238,11918,20,1,0,0,0,0
256,1998,1,1,34160,1,1,1,0,1,0,0,0,0,0,29,0,4,19,0,12,6,6,101,"tsv",150,5,4,4,4263,3546,1045,874,166,5,4,0,0,1,0
257,1998,0,0,71943,6,6,1,1,6,0,0,0,0,0,24,0,0,,0,,,,101,"none",,,,,,,,,,2,2,0,0,0,0
258,2002,0,0,29223,2,2,1,1,1,0,0,1,0,0,1,0,0,,0,,,,128,"none",,,,,,,,,,4,2,0,0,0,0
259,1992,1,0,43033,3,3,1,0,2,1,0,0,0,1,0,0,0,,0,,,,19,"rtg",,,,,,,,,,4,2,0,0,0,0
260,1997,1,1,10802,3,2,1,0,1,1,0,0,0,1,0,1,1,8,0,12,6,6,15,"int",2623,1128,314,246,7649,6626,1094,949,3137,2,3,1,0,0,1
261,1998,1,1,12061,1,1,1,0,1,0,0,0,0,0,0,0,4,11,0,2,2,0,101,"tsv",25,25,12,12,4140,3443,1005,837,35,8,3,0,1,0,1
262,2002,1,1,34309,1,1,1,0,0,0,0,0,1,0,0,0,3,34,10,5,4,1,128,"tsv",2575,1626,310,244,18029,14233,5242,3866,2853,6,3,1,0,0,1
263,2002,1,1,9912,1,1,1,0,0,0,0,0,1,0,0,0,3,7,1,2,1,1,128,"tsv",2575,1626,310,244,18029,14233,5242,3866,2853,3,3,1,0,0,1
264,2001,0,0,7438,3,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,141,"none",2566,299,146,125,11679,9479,3490,2691,3334,10,2,0,0,0,0
265,2002,1,1,502771,6,2,1,0,2,0,0,0,0,0,2,0,2,194,1,3,1,2,128,"tsv",8317,917,366,309,13101,10202,4796,3519,12393,8,3,1,0,0,1
266,1995,0,0,129166,3,2,1,0,1,0,0,0,0,0,0,0,0,,0,,,,42,"none",,,,,,,,,,2,2,0,0,0,0
267,2000,1,1,25960,4,4,1,0,1,3,0,0,0,0,19,0,8,55,3,10,5,5,129,"tsv",6146,668,312,272,5146,4197,1811,1448,9363,10,4,0,0,1,0
268,2002,1,1,38234,1,1,1,0,1,0,0,0,0,1,0,0,7,34,0,5,0,5,128,"gen",,,,,,,,,,11,3,0,0,0,0
269,2002,0,1,13447,1,1,0,1,1,0,0,0,0,0,1,4,1,34,1,10,7,3,128,"none",14631,6029,1164,715,17887,15114,3043,2419,16152,19,3,0,1,0,1
270,1996,1,1,17132,3,1,1,0,1,0,0,0,0,0,0,1,2,47,0,10,8,2,55,"tsv",78,78,34,32,2464,2041,807,666,109,9,3,0,1,0,1
271,2000,1,0,26393,3,2,1,0,2,0,0,0,0,0,8,0,0,,0,,,,129,"app",,,,,,,,,,4,2,0,0,0,0
272,1994,1,1,49982,2,1,1,0,1,0,0,0,0,0,34,30,15,22,3,7,7,0,35,"int",,,,,,,,,,4,4,0,0,1,0
273,2000,1,0,60030,3,2,1,0,2,0,0,0,0,1,0,0,0,,0,,,,129,"app",,,,,,,,,,6,2,0,0,0,0
274,2003,0,0,29948,1,1,0,1,0,1,0,0,0,0,15,0,0,,0,,,,120,"none",,,,,,,,,,3,2,0,0,0,0
275,2002,1,0,75508,1,1,0,1,1,0,0,0,0,1,2,0,0,,0,,,,128,"rtg",,,,,,,,,,6,2,0,0,0,0
276,1996,1,0,12768,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,55,"app",131,102,48,39,5548,4991,1780,1588,240,4,2,0,0,0,0
277,1996,1,0,20312,1,1,1,0,1,0,0,0,0,0,4,0,0,,0,,,,12,"int",3731,1227,351,278,5735,5012,1422,1210,4047,2,2,0,0,0,0
278,1994,1,1,30276,2,1,1,0,1,0,0,0,0,1,0,3,1,13,0,1,1,0,35,"int",,,,,,,,,,5,3,0,1,0,1
279,1996,0,0,371840,3,2,1,0,1,0,0,0,0,0,1,0,0,,0,,,,55,"none",,,,,,,,,,3,2,0,0,0,0
280,2002,0,0,22453,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,128,"none",15184,5981,1146,714,18124,15298,3049,2410,16756,3,2,0,0,0,0
281,2001,1,1,15583,1,1,1,0,1,0,0,0,0,0,0,0,0,14,0,5,1,4,141,"rtg",895,372,141,109,6916,5287,2170,1621,1134,7,3,0,1,0,1
282,1996,1,0,15525,1,1,1,0,1,0,0,0,0,0,1,0,0,,0,,,,55,"app",4,0,0,0,7117,6376,1810,1597,12,19,2,0,0,0,0
283,1997,1,1,35753,4,3,1,0,3,0,0,0,0,1,6,19,5,27,4,7,5,2,6,"rtg",,,,,,,,,,7,4,0,0,1,0
284,2003,0,0,24249,2,2,1,0,1,0,0,0,1,1,0,0,0,,0,,,,120,"none",,,,,,,,,,4,2,0,0,0,0
285,2000,0,1,8189,4,4,1,1,1,1,0,0,1,1,0,0,5,7,1,0,0,0,129,"none",,,,,,,,,,2,3,0,1,0,1
286,2000,0,0,33077,2,2,1,1,2,0,0,0,0,0,2,0,0,,0,,,,129,"none",936,143,64,63,5211,3997,1845,1266,1235,2,2,0,0,0,0
287,2003,0,0,18436,6,4,1,1,3,0,0,0,0,0,26,0,0,,0,,,,120,"none",,,,,,,,,,2,2,0,0,0,0
288,1996,0,0,11099,1,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,55,"none",,,,,,,,,,6,2,0,0,0,0
289,1997,0,0,9714,1,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
290,2001,0,0,37500,2,1,1,0,1,0,0,0,0,1,12,0,0,,0,,,,141,"none",,,,,,,,,,3,2,0,0,0,0
291,1998,0,0,49779,2,2,1,1,2,0,0,0,0,0,0,0,0,,0,,,,101,"none",,,,,,,,,,3,2,0,0,0,0
293,2000,0,1,9589,1,1,1,0,1,0,0,0,0,1,2,0,1,8,0,10,7,3,129,"none",3748,1152,235,204,13212,11089,2778,2117,4406,10,4,0,0,1,0
294,2000,0,0,9634,3,1,1,0,1,0,0,0,0,1,12,0,0,,0,,,,129,"none",2833,915,205,167,11065,9476,1684,1401,3416,2,2,0,0,0,0
295,2000,0,0,23249,1,1,1,0,1,0,0,0,0,1,22,0,0,,0,,,,129,"none",2928,912,205,173,11561,9847,2020,1629,3522,5,2,0,0,0,0
296,2003,0,0,25427,1,1,1,0,1,0,0,0,0,1,6,0,0,,0,,,,120,"none",6136,742,176,128,24124,19449,3693,2992,7289,1,2,0,0,0,0
297,2000,0,0,22086,3,1,1,0,1,0,0,0,0,1,26,0,0,,0,,,,129,"none",112,112,33,29,12236,10475,2033,1659,128,2,2,0,0,0,0
298,1997,0,0,23550,1,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,81,"none",,,,,,,,,,2,2,0,0,0,0
299,2003,0,0,36484,3,3,1,0,3,0,0,0,0,1,0,0,0,,0,,,,120,"none",,,,,,,,,,5,2,0,0,0,0
300,2001,0,0,77314,6,6,1,0,6,0,0,0,0,1,42,0,0,,0,,,,141,"none",3458,3458,437,290,13095,10646,3665,2847,3619,1,2,0,0,0,0
301,1999,0,0,29608,1,1,1,0,1,0,0,0,0,1,26,0,0,,0,,,,110,"none",309,309,99,86,9051,7790,1934,1672,352,3,2,0,0,0,0
302,2000,0,0,11439,1,1,1,0,1,0,0,0,0,1,2,0,0,,0,,,,129,"none",448,216,69,60,8230,6802,2096,1705,591,5,2,0,0,0,0
303,1997,0,0,19211,1,1,1,0,1,0,0,0,0,0,5,0,0,,0,,,,81,"none",,,,,,,,,,2,2,0,0,0,0
304,2002,0,0,6616,1,1,1,0,1,0,0,0,0,1,2,0,0,,0,,,,128,"none",7544,204,73,71,17647,14280,3939,2921,8832,3,2,0,0,0,0
305,2002,0,0,8894,1,1,1,0,1,0,0,0,0,1,5,0,0,,0,,,,128,"none",7544,204,73,71,17647,14280,3939,2921,8832,2,2,0,0,0,0
306,1999,0,0,32124,1,1,1,0,1,0,0,0,0,1,29,0,0,,0,,,,110,"none",7082,355,136,125,9453,8162,1501,1260,8265,13,2,0,0,0,0
307,2001,0,0,32234,1,1,1,0,1,0,0,0,0,1,7,0,0,,0,,,,141,"none",7484,207,72,70,16524,13437,3817,2812,8751,8,2,0,0,0,0
308,1997,0,0,52722,1,1,1,0,1,0,0,0,0,0,11,0,0,,0,,,,81,"none",,,,,,,,,,6,2,0,0,0,0
309,2003,0,1,11334,1,1,1,0,1,0,0,0,0,1,5,0,7,8,0,10,2,8,120,"none",815,7,3,3,15939,13928,1743,1566,1021,8,4,0,0,1,0
310,2000,0,1,16423,3,3,1,1,3,0,0,0,0,1,18,1,15,12,0,16,8,8,129,"none",775,204,68,63,11201,9807,1082,994,975,11,4,0,0,1,0
311,2002,0,1,51131,2,2,1,0,1,0,0,0,1,1,56,0,22,46,2,26,13,13,128,"none",808,25,14,14,14346,12490,1855,1578,1013,23,3,0,1,0,1
313,2001,0,0,35737,2,2,1,0,2,0,0,0,0,1,4,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
314,1997,0,0,25500,1,1,1,0,1,0,0,0,0,0,18,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
315,1996,0,0,18261,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,55,"none",,,,,,,,,,3,2,0,0,0,0
316,1996,0,0,24465,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,55,"none",,,,,,,,,,3,2,0,0,0,0
317,1997,0,0,15781,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
318,1999,0,0,16774,1,1,1,0,1,0,0,0,0,0,19,0,0,,0,,,,110,"none",248,248,49,40,11010,9507,1392,1199,273,1,2,0,0,0,0
319,2004,0,0,32888,2,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
320,2002,0,0,16064,1,1,0,1,1,0,0,0,0,0,6,0,0,,0,,,,128,"none",1849,1722,418,259,10225,7792,2506,1861,2009,1,2,0,0,0,0
321,2002,0,1,22421,1,1,0,1,1,0,0,0,0,0,4,0,0,13,0,4,2,2,128,"none",2448,1623,428,265,11162,8513,2434,1857,2680,3,3,0,1,0,1
322,2003,0,0,15260,2,2,0,1,1,0,0,0,0,0,2,0,0,,0,,,,120,"none",2997,937,301,196,13122,10071,2684,2117,3299,3,2,0,0,0,0
323,2001,0,0,29387,6,3,1,1,2,0,0,0,0,0,2,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
324,2000,0,0,26149,6,6,1,1,7,0,0,0,0,0,3,0,0,,0,,,,129,"none",7620,3773,1123,610,3807,3304,930,836,9305,1,2,0,0,0,0
325,1999,0,0,35180,2,1,0,1,1,0,0,0,0,0,2,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
326,2003,0,1,11485,2,1,0,1,1,0,0,0,0,0,2,0,0,6,0,4,0,4,120,"none",,,,,,,,,,3,3,0,1,0,1
327,1999,0,0,55262,3,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
328,1997,0,0,31250,3,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
329,1999,0,0,49480,3,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,110,"none",49,49,16,14,4189,3327,1328,954,67,1,2,0,0,0,0
330,1999,0,0,65795,3,2,1,0,2,0,0,0,0,0,0,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
331,1999,0,0,26654,3,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,110,"none",49,49,16,14,4189,3327,1328,954,67,1,2,0,0,0,0
332,1999,0,0,30329,3,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,110,"none",49,49,16,14,4189,3327,1328,954,67,1,2,0,0,0,0
333,1999,0,1,36341,2,1,1,0,1,0,0,0,0,0,0,0,3,19,1,1,0,1,110,"none",,,,,,,,,,1,3,0,1,0,1
334,2000,0,1,12486,1,1,1,0,1,0,0,0,0,0,14,0,0,19,0,6,5,1,129,"none",,,,,,,,,,6,3,0,1,0,1
