series,pubCohort,wgDum,rfcDum,filesize,n_author,n_affil,usAuth,forAuth,n_com,n_edu,n_gov,n_net,n_org,priorwgc,rfcKeyCnt,patCites,rfcCites,rfcPages,pubCites,backCites,stBackCites,nsBackCites,cumWgOrg2,techarea,cummsgs,ttlmsg1yr,ttlusr1yr,ttlafl1yr,areaCumUsrs,areaCumAfls,areaUsrGrowth,areaAflGrowth,cummsgs_all,age,exiType,exprfc,inforfc,strfc,nsrfc
9835,2003,0,0,25618,1,1,1,0,1,0,0,0,0,1,2,0,0,,0,,,,120,"none",1550,1345,160,141,26228,21197,3776,3036,1627,1,2,0,0,0,0
9836,1999,0,0,18936,1,1,1,0,0,0,0,1,0,1,13,0,0,,0,,,,110,"none",,,,,,,,,,8,2,0,0,0,0
9837,1999,0,0,55184,1,1,1,0,0,0,0,1,0,1,24,0,0,,0,,,,110,"none",,,,,,,,,,6,2,0,0,0,0
9838,1999,0,0,6535,1,1,1,0,0,0,0,1,0,1,7,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
9839,1999,0,0,9608,1,1,1,0,0,0,0,1,0,1,5,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
9840,2000,0,0,26594,1,1,1,0,0,0,0,1,0,1,19,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
9841,1997,0,0,28509,1,1,1,0,1,0,0,0,0,1,32,0,0,,0,,,,81,"none",4707,1789,488,396,2799,2420,976,855,5215,1,2,0,0,0,0
9843,2002,0,0,12999,1,1,1,0,1,0,0,0,0,1,14,0,0,,0,,,,128,"none",815,28,13,13,15425,13459,1739,1537,1021,2,2,0,0,0,0
9844,2005,0,0,11990,1,1,1,0,1,0,0,0,0,1,11,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9845,2002,0,0,14444,1,1,1,0,1,0,0,0,0,1,4,0,0,,0,,,,128,"none",,,,,,,,,,2,2,0,0,0,0
9846,2003,0,0,21253,1,1,1,0,1,0,0,0,0,1,12,0,0,,0,,,,120,"none",,,,,,,,,,2,2,0,0,0,0
9847,2002,0,0,3582,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
9848,2004,0,1,21375,1,1,0,1,0,1,0,0,0,0,0,0,0,10,0,8,7,1,116,"none",,,,,,,,,,2,3,0,1,0,1
9849,2000,0,0,11611,2,2,1,1,0,1,0,1,0,0,1,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
9850,1999,0,0,49428,2,1,1,0,1,0,0,0,0,0,3,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
9851,2000,0,0,87633,6,3,1,0,1,1,0,0,0,0,5,0,0,,0,,,,129,"none",3003,3000,598,369,12802,11011,2090,1753,3352,3,2,0,0,0,0
9852,2004,0,1,51428,1,1,1,0,1,0,0,0,0,0,24,0,0,37,0,4,0,4,116,"none",,,,,,,,,,5,3,0,1,0,1
9853,2000,0,0,27996,3,3,1,0,1,0,0,1,1,1,8,0,0,,0,,,,129,"none",2,2,1,1,18197,16200,2222,2012,2,3,2,0,0,0,0
9854,2000,0,0,73253,3,3,1,0,1,0,0,1,1,1,16,0,0,,0,,,,129,"none",2,2,1,1,18197,16200,2222,2012,2,4,2,0,0,0,0
9855,2000,0,0,42940,3,3,1,0,1,0,0,1,1,1,16,0,0,,0,,,,129,"none",2,2,1,1,18197,16200,2222,2012,2,4,2,0,0,0,0
9856,2000,0,1,57643,1,1,1,0,0,0,0,1,0,1,0,0,0,27,0,32,24,8,129,"none",284,284,51,44,17953,15982,2131,1940,320,4,3,0,1,0,1
9857,2000,0,0,7935,1,1,1,0,0,0,0,1,0,1,0,0,0,,0,,,,129,"none",133,133,13,11,17181,15280,2065,1858,142,1,2,0,0,0,0
9858,2001,0,1,6961,1,1,1,0,0,0,1,0,0,1,0,0,0,6,0,3,2,1,141,"none",441,167,52,51,20470,18198,2731,2407,526,3,3,0,0,0,0
9859,2000,0,0,55707,1,1,1,0,0,0,0,1,0,1,0,0,0,,0,,,,129,"none",,,,,,,,,,3,2,0,0,0,0
9860,2000,0,0,29017,2,1,1,0,0,0,0,1,0,1,0,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
9861,2000,0,0,53009,1,1,1,0,0,0,0,1,0,1,11,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
9862,2000,0,0,70140,1,1,1,0,0,0,0,1,0,1,3,0,0,,0,,,,129,"none",,,,,,,,,,5,2,0,0,0,0
9863,2000,0,0,48645,2,1,1,0,0,0,0,1,0,1,13,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
9864,2000,0,0,60055,1,1,1,0,0,0,0,1,0,1,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
9865,2000,0,0,71251,1,1,1,0,0,0,0,1,0,1,3,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
9866,2000,0,0,14688,1,1,1,0,0,0,0,1,0,1,0,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
9867,2003,0,1,13860,1,1,1,0,0,0,1,0,0,1,0,0,3,13,0,4,0,4,120,"none",,,,,,,,,,5,3,0,0,0,0
9868,2000,0,0,39967,6,6,1,1,5,0,0,1,1,1,29,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
9869,2000,0,0,26921,3,3,1,0,1,0,0,1,1,1,8,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
9870,2000,0,0,64770,3,3,1,0,1,0,0,1,1,1,12,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
9871,2000,0,0,42083,3,3,1,0,1,0,0,1,1,1,16,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
9872,2005,0,1,35429,2,2,1,0,1,0,1,0,0,1,9,0,1,21,0,11,10,1,116,"none",,,,,,,,,,3,4,0,0,1,0
9873,2002,0,0,34412,1,1,1,0,0,0,1,0,0,1,5,0,0,,0,,,,128,"none",1147,1100,217,146,21251,18947,2560,2308,1262,2,2,0,0,0,0
9874,1999,0,1,144095,1,1,1,0,0,0,0,1,0,1,18,0,12,31,0,4,2,2,110,"none",,,,,,,,,,3,3,0,1,0,1
9875,2002,0,0,36756,6,4,1,0,3,0,0,1,0,0,7,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
9876,2000,0,0,9620,3,1,1,0,1,0,0,0,0,0,17,0,0,,0,,,,129,"none",569,569,201,179,14393,12086,2896,2182,612,1,2,0,0,0,0
9877,2002,0,0,21525,3,2,1,1,2,0,0,0,0,0,31,0,0,,0,,,,128,"none",11458,4379,656,407,19090,15699,3505,2704,13124,1,2,0,0,0,0
9878,2000,0,0,49653,4,3,1,1,1,1,0,0,0,0,16,0,0,,0,,,,129,"none",3748,1152,235,204,13212,11089,2778,2117,4406,2,2,0,0,0,0
9879,2003,0,0,21306,5,3,1,0,2,0,0,0,0,0,2,0,0,,0,,,,120,"none",3528,2493,545,363,20685,16403,4642,3597,3854,3,2,0,0,0,0
9880,2000,0,0,37400,1,1,1,0,1,0,0,0,0,0,7,0,0,,0,,,,129,"none",4715,4378,839,509,13401,11504,2174,1812,5195,3,2,0,0,0,0
9881,2004,0,0,15823,3,3,1,1,3,0,0,0,0,1,2,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9882,2001,0,0,25912,3,1,1,0,0,1,0,0,0,0,0,0,0,,0,,,,141,"none",251,251,61,49,14862,11921,4632,3484,294,1,2,0,0,0,0
9883,2002,0,0,35947,2,2,0,1,0,1,0,0,0,0,11,0,0,,0,,,,128,"none",6108,1713,204,146,14932,13188,1537,1396,6465,1,2,0,0,0,0
9884,2002,0,0,34802,2,2,0,1,0,1,0,0,0,0,2,0,0,,0,,,,128,"none",5989,1759,212,148,14579,12871,1466,1335,6335,2,2,0,0,0,0
9885,2005,0,0,28414,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9886,2002,0,0,14167,2,2,1,1,1,1,0,0,0,0,0,0,0,,0,,,,128,"none",13444,4682,654,431,20293,16658,3503,2740,15202,2,2,0,0,0,0
9887,2004,0,0,94978,1,1,0,1,0,1,0,0,0,0,71,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
9888,1999,0,1,46524,2,2,1,0,2,0,0,0,0,0,12,3,46,39,0,24,13,11,110,"none",,,,,,,,,,10,4,0,0,1,0
9889,2001,0,0,7664,2,2,1,0,0,1,0,0,0,0,3,0,0,,0,,,,141,"none",,,,,,,,,,3,2,0,0,0,0
9890,2003,0,0,12113,2,2,1,0,0,1,0,0,0,0,14,0,0,,0,,,,120,"none",778,125,43,42,16925,14660,1494,1338,942,1,2,0,0,0,0
9891,2000,0,0,12495,1,1,0,0,0,0,0,0,0,0,2,0,0,,0,,,,129,"none",,,,,,,,,,9,2,0,0,0,0
9892,2000,0,1,8000,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0,2,1,1,129,"none",,,,,,,,,,7,4,0,0,1,0
9893,2002,0,0,33324,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,128,"none",887,0,0,0,10371,7824,2924,2120,1085,2,2,0,0,0,0
9894,1997,0,0,36816,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,81,"none",887,37,18,17,1953,1624,378,287,1085,5,2,0,0,0,0
9895,2002,0,0,25535,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,128,"none",887,0,0,0,10371,7824,2924,2120,1085,3,2,0,0,0,0
9896,2003,0,1,102201,3,1,1,0,1,0,0,0,0,0,0,0,0,47,0,9,7,2,120,"none",,,,,,,,,,5,3,0,1,0,1
9897,1995,0,1,24030,2,1,1,0,1,0,0,0,0,0,0,4,12,29,1,3,3,0,42,"none",3,3,2,2,1190,1017,249,223,7,4,3,1,0,0,1
9898,2001,0,0,63460,3,3,1,0,3,0,0,0,0,0,73,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
9899,1998,0,0,41678,3,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,101,"none",,,,,,,,,,2,2,0,0,0,0
9900,1996,0,1,14238,4,4,1,0,3,0,1,0,0,1,0,0,1,29,0,12,8,4,55,"none",,,,,,,,,,17,4,0,0,1,0
9901,2003,0,0,10564,1,1,1,0,0,0,0,0,1,0,0,0,0,,0,,,,120,"none",,,,,,,,,,2,2,0,0,0,0
9902,1995,0,0,5899,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,42,"none",4378,3783,532,473,4516,4070,1291,1158,4724,4,2,0,0,0,0
9903,2001,0,0,17180,2,2,0,1,0,2,0,0,0,0,0,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
9904,2005,0,0,12937,2,2,0,1,0,2,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9905,2001,0,0,14647,2,2,0,1,0,2,0,0,0,0,12,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
9906,2002,0,0,44816,2,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
9907,1998,0,0,20695,2,1,1,0,1,0,0,0,0,1,0,0,0,,0,,,,101,"none",,,,,,,,,,1,2,0,0,0,0
9908,2000,0,1,33285,2,1,1,0,1,0,0,0,0,1,0,4,0,16,2,3,1,2,129,"none",5306,2672,863,443,3263,2820,726,655,6580,4,3,0,1,0,1
9909,2000,0,0,36053,6,5,1,1,3,0,0,0,0,1,0,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
9910,1996,0,0,10372,3,3,1,0,3,0,0,0,0,1,0,0,0,,0,,,,55,"none",3565,2807,466,389,5495,4970,1257,1137,3841,3,2,0,0,0,0
9911,1995,0,0,7187,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,,,,42,"none",,,,,,,,,,1,2,0,0,0,0
9912,1995,0,1,23888,1,1,1,0,0,1,0,0,0,0,11.9003,3,37,16,4,6,3,3,42,"none",,,,,,,,,,14,4,0,0,1,0
9913,1995,0,1,11679,1,1,1,0,0,1,0,0,0,0,1,1,6,8,0,2,2,0,42,"none",1223,240,97,84,4968,4518,1739,1561,1387,4,4,0,0,1,0
9914,1994,0,0,52697,1,1,1,0,0,1,0,0,0,0,2,0,0,,0,,,,35,"none",597,596,130,90,2244,2047,770,703,642,2,2,0,0,0,0
9915,1996,0,1,4981,1,1,1,0,0,1,0,0,0,0,2,0,4,2,0,1,1,0,55,"none",1499,391,139,113,5875,5327,1535,1369,1709,2,4,0,0,1,0
9917,1996,0,1,9976,1,1,1,0,0,1,0,0,0,0,1,0,3,6,0,3,2,1,55,"none",1499,391,139,113,5875,5327,1535,1369,1709,4,4,0,0,1,0
9918,1995,0,1,9950,1,1,1,0,0,1,0,0,0,0,1,0,2,5,0,2,2,0,42,"none",1223,240,97,84,4968,4518,1739,1561,1387,2,4,0,0,1,0
9919,2004,0,0,17992,2,2,1,1,2,0,0,0,0,0,15,0,0,,0,,,,116,"none",,,,,,,,,,3,2,0,0,0,0
9921,1995,0,0,7381,2,2,1,0,0,1,1,0,0,1,0,0,0,,0,,,,42,"none",,,,,,,,,,1,2,0,0,0,0
9922,2001,0,0,14075,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,141,"none",,,,,,,,,,5,2,0,0,0,0
9923,2003,0,0,20343,1,1,1,0,1,0,0,0,0,0,52,0,0,,0,,,,120,"none",14912,2232,511,460,12599,10969,1480,1293,16532,1,2,0,0,0,0
9924,1995,0,1,35559,2,2,1,0,0,1,1,0,0,1,4,6,32,23,10,7,6,1,42,"none",,,,,,,,,,8,4,0,0,0,0
9925,1994,0,1,2071,1,1,1,0,0,1,0,0,0,0,1.52142,1,14,5,0,1,1,0,35,"none",,,,,,,,,,2,4,0,0,1,0
9926,1996,0,0,10651,1,1,1,0,0,1,0,0,0,0,1,0,0,,0,,,,55,"none",9,9,5,5,2658,2271,722,645,9,4,2,0,0,0,0
9927,2001,0,0,30782,1,1,1,0,1,0,0,0,0,0,9,0,0,,0,,,,141,"none",,,,,,,,,,3,2,0,0,0,0
9928,1995,0,1,12965,1,1,1,0,0,1,0,0,0,0,6,6,13,11,4,7,6,1,42,"none",,,,,,,,,,12,4,0,0,1,0
9929,1995,0,0,13668,1,1,1,0,0,1,0,0,0,0,2,0,0,,0,,,,42,"none",,,,,,,,,,1,2,0,0,0,0
9931,2004,0,0,33659,3,2,0,1,1,1,0,0,0,0,2,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9932,2003,0,0,57205,5,2,0,1,1,1,0,0,0,0,17,0,0,,0,,,,120,"none",981,936,167,141,26545,21465,3678,2976,1067,1,2,0,0,0,0
9933,2004,0,0,62597,5,2,0,1,1,1,0,0,0,0,6,0,0,,0,,,,116,"none",1580,995,163,136,28521,23105,3200,2631,1771,1,2,0,0,0,0
9934,1999,0,0,19480,3,2,1,0,2,0,0,0,0,0,0,0,0,,0,,,,110,"none",2787,744,156,131,5900,4909,1435,1185,3092,2,2,0,0,0,0
9935,2004,0,0,46110,1,1,1,0,1,0,0,0,0,0,12,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9936,2001,0,0,42198,5,4,1,0,3,1,0,0,0,0,3,0,0,,0,,,,141,"none",1374,1374,336,216,9597,7315,2554,1920,1492,2,2,0,0,0,0
9937,2001,0,0,116788,5,4,1,0,3,1,0,0,0,0,17,0,0,,0,,,,141,"none",1374,1374,336,216,9597,7315,2554,1920,1492,2,2,0,0,0,0
9938,2001,0,0,24557,5,4,1,0,3,1,0,0,0,0,3,0,0,,0,,,,141,"none",1374,1374,336,216,9597,7315,2554,1920,1492,2,2,0,0,0,0
9939,2001,0,0,165330,5,4,1,0,3,1,0,0,0,0,9,0,0,,0,,,,141,"none",1374,1374,336,216,9597,7315,2554,1920,1492,2,2,0,0,0,0
9940,2002,0,0,16933,3,1,1,0,1,0,0,0,0,1,1,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
9941,2001,0,0,50000,6,6,1,1,6,0,0,0,0,1,11,0,0,,0,,,,141,"none",10579,4606,1228,762,4573,3983,1123,998,12969,2,2,0,0,0,0
9942,2002,0,0,68059,2,2,1,0,2,0,0,0,0,0,2,0,0,,0,,,,128,"none",16749,2340,658,441,8826,7335,2409,1906,20138,2,2,0,0,0,0
9943,2001,0,0,53221,5,5,1,0,5,0,0,0,0,0,3,0,0,,0,,,,141,"none",11827,4582,1257,784,5074,4384,1360,1162,14454,1,2,0,0,0,0
9944,2002,0,0,35602,2,1,1,0,1,0,0,0,0,0,10,0,0,,0,,,,128,"none",15470,2839,839,543,7447,6227,2023,1579,18702,1,2,0,0,0,0
9945,2001,0,0,23510,3,3,1,0,3,0,0,0,0,0,0,0,0,,0,,,,141,"none",13702,4426,1213,757,5901,5030,1688,1362,16684,1,2,0,0,0,0
9946,2000,0,0,44228,3,3,1,0,3,0,0,0,0,0,0,0,0,,0,,,,129,"none",6746,3310,1040,539,3619,3141,869,790,8315,2,2,0,0,0,0
9947,2000,0,0,52919,5,5,1,0,5,0,0,0,0,0,6,0,0,,0,,,,129,"none",9276,4208,1153,721,4213,3668,1033,921,11364,5,2,0,0,0,0
9948,2001,0,0,16161,4,4,1,0,4,0,0,0,0,1,2,0,0,,0,,,,141,"none",,,,,,,,,,3,2,0,0,0,0
9949,2003,0,0,32459,2,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,120,"none",1983,1505,308,227,22243,17536,4258,3320,2143,5,2,0,0,0,0
9950,2001,0,0,41586,2,1,0,1,1,0,0,0,0,1,16,0,0,,0,,,,141,"none",965,97,30,28,11780,10159,2252,1962,1177,3,2,0,0,0,0
9951,2002,0,0,45841,2,2,0,1,1,0,0,0,0,0,16,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
9952,1997,0,0,53034,5,1,0,1,1,0,0,0,0,0,1,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
9953,1997,0,0,29394,5,1,0,1,1,0,0,0,0,0,1,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
9954,2004,0,1,9607,1,1,1,0,1,0,0,0,0,0,0,0,0,10,0,2,2,0,116,"none",608,608,166,131,28402,23016,3284,2702,799,5,3,1,0,0,1
9956,2002,0,0,28071,3,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,128,"none",1849,1722,418,259,10225,7792,2506,1861,2009,1,2,0,0,0,0
9957,2004,0,0,67962,2,2,0,1,1,1,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9958,2002,0,0,38574,1,1,1,0,1,0,0,0,0,0,3,0,0,,0,,,,128,"none",429,429,144,110,12513,9484,2814,2130,805,2,2,0,0,0,0
9959,2002,0,0,25622,5,4,1,1,3,0,0,1,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,2,2,0,0,0,0
9960,2002,0,0,12045,2,1,0,0,0,0,0,0,0,0,1,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
9961,1996,0,0,41183,2,2,1,0,2,0,0,0,0,0,0,0,0,,0,,,,55,"none",,,,,,,,,,1,2,0,0,0,0
9962,2005,0,0,15403,1,1,1,0,1,0,0,0,0,0,9,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9963,2000,0,0,14804,2,1,1,0,0,1,0,0,0,0,13,0,0,,0,,,,129,"none",977,975,209,138,11779,10156,1680,1430,1110,2,2,0,0,0,0
9964,2003,0,0,30688,1,1,0,0,0,0,0,0,0,0,3,0,0,,0,,,,120,"none",223,134,51,36,14948,11352,2857,2212,242,1,2,0,0,0,0
9965,2003,0,0,23764,1,1,0,0,0,0,0,0,0,0,14,0,0,,0,,,,120,"none",223,134,51,36,14948,11352,2857,2212,242,1,2,0,0,0,0
9967,2000,0,1,19624,2,2,0,1,2,0,0,0,0,0,0,0,3,15,0,1,0,1,129,"none",,,,,,,,,,4,3,0,1,0,1
9968,2005,0,0,61717,1,1,1,0,1,0,0,0,0,0,17,0,0,,0,,,,116,"none",,,,,,,,,,3,2,0,0,0,0
9969,2002,0,0,36742,2,1,1,0,1,0,0,0,0,0,10,0,0,,0,,,,128,"none",4032,1190,147,103,20723,16371,5198,3957,4295,1,2,0,0,0,0
9970,2001,0,0,60644,2,2,1,0,2,0,0,0,0,0,6,0,0,,0,,,,141,"none",2493,2493,276,197,14647,11773,4417,3336,2636,3,2,0,0,0,0
9971,2002,0,0,21807,3,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,128,"none",887,0,0,0,11475,8647,2862,2122,1085,3,2,0,0,0,0
9972,2003,0,0,15552,1,1,1,0,1,0,0,0,0,0,1,0,0,,0,,,,120,"none",887,0,0,0,15502,11813,2564,2007,1085,1,2,0,0,0,0
9973,2004,0,0,9823,1,1,1,0,1,0,0,0,0,0,3,0,0,,0,,,,116,"none",4415,346,114,87,15490,11770,2143,1704,5035,4,2,0,0,0,0
9974,2003,0,0,15251,3,1,1,0,1,0,0,0,0,1,11,0,0,,0,,,,120,"none",,,,,,,,,,6,2,0,0,0,0
9975,2000,0,0,10655,1,1,1,0,1,0,0,0,0,0,4,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
9976,2005,0,0,66290,2,2,1,0,2,0,0,0,0,0,43,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
9977,2004,0,0,107929,3,3,0,1,1,2,0,0,0,1,118,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
9978,2005,0,0,94913,1,1,0,1,1,0,0,0,0,0,126,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9979,2005,0,0,53381,1,1,0,1,1,0,0,0,0,0,64,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9980,2004,0,0,26595,1,1,0,1,1,0,0,0,0,0,14,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
9981,2004,0,0,89321,4,3,1,1,1,2,0,0,0,0,19,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9982,2004,0,0,21803,1,1,0,1,1,0,0,0,0,0,2,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9983,2002,0,0,43073,3,2,1,0,1,1,0,0,0,0,57,0,0,,0,,,,128,"none",2415,2050,512,348,18793,14904,4960,3733,2665,1,2,0,0,0,0
9984,1997,0,1,3102,2,2,1,0,1,0,0,0,0,0,0,1,8,5,0,5,5,0,81,"none",,,,,,,,,,1,3,0,1,0,1
9985,2004,0,1,35233,2,2,1,1,2,0,0,0,0,1,6,0,3,27,0,41,22,19,116,"none",,,,,,,,,,9,3,0,0,0,0
9986,2001,0,1,8473,1,1,1,0,1,0,0,0,0,1,0,0,16,7,0,3,1,2,141,"none",,,,,,,,,,6,3,0,0,0,0
9987,2002,0,0,11812,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
9988,1998,0,0,2665,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,101,"none",,,,,,,,,,1,2,0,0,0,0
9989,1998,0,0,9924,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,101,"none",,,,,,,,,,1,2,0,0,0,0
9990,1998,0,0,33196,3,2,0,1,1,1,0,0,0,0,0,0,0,,0,,,,101,"none",,,,,,,,,,1,2,0,0,0,0
9991,2002,0,0,173862,2,2,1,1,2,0,0,0,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,2,2,0,0,0,0
9992,2000,0,0,95468,1,1,1,0,1,0,0,0,0,1,24,0,0,,0,,,,129,"none",838,607,159,133,10990,9636,967,905,1000,1,2,0,0,0,0
9993,2000,0,0,16198,3,3,1,0,1,0,0,1,0,0,20,0,0,,0,,,,129,"none",1226,1223,300,218,16625,14830,1751,1631,1635,1,2,0,0,0,0
9994,2000,0,0,31414,2,1,1,0,1,0,0,0,0,0,13,0,0,,0,,,,129,"none",,,,,,,,,,3,2,0,0,0,0
9995,1998,0,0,8014,2,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,101,"none",789,31,12,8,11809,10449,2953,2595,959,1,2,0,0,0,0
9996,2001,0,0,9460,3,3,1,0,2,0,0,0,0,0,9,0,0,,0,,,,141,"none",929,594,169,139,16594,13725,3308,2442,1130,1,2,0,0,0,0
9997,2001,0,0,7410,1,1,1,0,1,0,0,0,0,0,3,0,0,,0,,,,141,"none",852,315,118,90,999,932,140,134,995,2,2,0,0,0,0
9998,2000,0,0,14258,3,2,1,0,2,0,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
9999,1998,0,1,5923,2,2,1,1,1,1,0,0,0,1,0,0,0,6,0,0,0,0,101,"none",,,,,,,,,,3,3,0,1,0,1
10000,2003,0,0,18814,1,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
10001,1995,0,1,37743,3,3,1,0,0,0,2,1,0,0,0,0,4,13,0,0,0,0,42,"none",,,,,,,,,,6,4,0,0,1,0
10002,2004,0,0,18906,1,1,1,0,1,0,0,0,0,0,11,0,0,,0,,,,116,"none",,,,,,,,,,6,1,0,0,0,0
10003,2005,0,0,18004,1,1,1,0,1,0,0,0,0,1,2,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
10004,2005,0,0,17209,1,1,1,0,1,0,0,0,0,1,2,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
10005,2005,0,0,17806,1,1,1,0,1,0,0,0,0,1,2,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
10006,2005,0,0,16815,1,1,1,0,1,0,0,0,0,1,2,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
10007,2000,0,1,7456,1,1,1,0,1,0,0,0,0,0,8,0,3,8,0,5,4,1,129,"none",3104,0,0,0,17290,15474,2182,1984,3575,8,4,0,0,1,0
10008,2001,0,0,7548,3,2,1,0,2,0,0,0,0,1,5,0,0,,0,,,,141,"none",3104,0,0,0,17993,16099,2258,2038,3575,3,2,0,0,0,0
10009,2001,0,0,10451,3,2,1,0,1,0,0,1,0,1,3,0,0,,0,,,,141,"none",516,220,51,51,13527,11664,2263,1961,641,4,2,0,0,0,0
10010,2001,0,0,11380,1,1,1,0,0,0,0,1,0,0,2,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
10012,2001,0,0,7297,1,1,1,0,1,0,0,0,0,1,9,0,0,,0,,,,141,"none",,,,,,,,,,3,2,0,0,0,0
10013,2001,0,0,27403,2,1,0,0,0,0,0,0,0,0,2,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
10014,2000,0,0,69557,2,1,1,0,1,0,0,0,0,0,47,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
10015,2003,0,0,29262,2,2,1,1,1,1,0,0,0,0,1,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
10016,2000,0,0,21029,5,4,1,0,2,0,0,1,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
10017,2000,0,0,14217,6,4,1,0,3,0,0,0,0,1,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
10018,2000,0,0,12095,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
