owner_name,owner_monthly,owner_push_size,owner_push_distinct_size,owner_push_ct,owner_fork_ct,owner_watch_ct,owner_commitcomment_ct,owner_issuecomment_ct,owner_issueopen_ct,owner_issueclose_ct,owner_pullopen_ct,owner_pullopen_comment_ct,owner_pullopen_review_ct,owner_pullopen_commit_ct,owner_pullopen_add_ct,owner_pullopen_delete_ct,owner_pullopen_changefile_ct,owner_pullclose_ct,owner_pullclose_comment_ct,owner_pullclose_review_ct,owner_pullclose_commit_ct,owner_pullclose_add_ct,owner_pullclose_delete_ct,owner_pullclose_changefile_ct,owner_pushactor_actor_ct,owner_pullactor_actor_ct,repo_owner_name,repo_monthly,repo_ct
ZephyrPhantom,2017-09,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
brauliobo,2017-09,2,2,2,,4,,,,,,,,,,,,,,,,,,,,,,,
ianmaksh,2017-03,194,194,194,,,,,,,,,,,,,,,,,,,,,8,,ianmaksh,2017-03,8
Novare,2017-11,42,42,22,,,,,,,,,,,,,,,,,,,,,3,,Novare,2017-11,3
shtooney,2017-06,19,19,18,1,,,,,,,,,,,,,,,,,,,,3,,shtooney,2017-06,3
Roman-namoR,2017-08,1,1,1,,,,,,,1,0,0,1,1,0,1,,,,,,,,1,1,Roman-namoR,2017-08,1
NY-PS,2017-08,4,4,2,,,,,1,,,,,,,,,,,,,,,,2,,NY-PS,2017-08,2
IanWark,2017-03,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,IanWark,2017-03,1
dandujaipalreddy,2017-03,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,,,
corderophilosophy,2017-01,33,31,26,,,,,,,,,,,,,,,,,,,,,3,,corderophilosophy,2017-01,4
jaskie,2017-06,14,14,12,,1,,,,,,,,,,,,,,,,,,,1,,jaskie,2017-06,1
Reaxter,2017-10,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
DenislavDimitrov,2017-06,6,6,3,,,,,,,,,,,,,,,,,,,,,2,,DenislavDimitrov,2017-06,3
Wavesonics,2017-09,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Fenici,2017-05,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,Fenici,2017-05,4
RestorationReportingSystem,2017-04,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
pilehvar,2017-10,8,8,8,,2,,,,,,,,,,,,,,,,,,,,,,,
ashishdas09,2017-10,29,17,16,,,1,,,,6,0,0,12,4853,579,109,6,0,0,12,4853,579,109,1,1,ashishdas09,2017-10,1
flushedlucas,2017-03,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,
ahmedsabbah,2017-09,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
imranAliOfficial,2017-05,22,16,12,,,,,,,,,,,,,,,,,,,,,1,,imranAliOfficial,2017-05,1
54lazycat,2017-08,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
wantfly1981,2017-05,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,wantfly1981,2017-05,1
kodnaplakal,2017-01,12,12,10,,,,,,,,,,,,,,,,,,,,,1,,kodnaplakal,2017-01,4
Gael-Ft,2017-03,4,2,6,,,,,,,,,,,,,,,,,,,,,,,,,
MarEe0,2017-08,3,3,3,,,,,,,,,,,,,,,,,,,,,2,,MarEe0,2017-08,1
CoachingIt,2017-06,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,CoachingIt,2017-06,1
Geek-007,2017-11,6,6,6,,,,,,,,,,,,,,,,,,,,,2,,Geek-007,2017-11,1
tova-moskowitz,2017-06,30,13,15,,,,,,,2,0,0,10,497,43,41,2,0,0,10,497,43,41,,1,,,
shkumartak,2017-10,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,shkumartak,2017-10,1
TheSafo,2017-08,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
jgrimwood909,2017-11,3,3,2,,,,,,,,,,,,,,,,,,,,,2,,jgrimwood909,2017-11,4
SLU-Work,2017-03,39,20,15,,,,,,,7,0,0,12,693,99,43,7,0,0,18,699,99,44,1,1,,,
antodup,2017-06,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,
cs-leandro-lourenco,2017-09,5,5,3,,,,,,,,,,,,,,,,,,,,,1,,,,
pdjlzs,2017-05,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
robertdebret,2017-11,15,15,10,,,,,,,,,,,,,,,,,,,,,1,,robertdebret,2017-11,1
felixurtubia,2017-11,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,felixurtubia,2017-11,1
JOndra91,2017-12,11,11,8,,,,,,,,,,,,,,,,,,,,,,,,,
BlueHatbRit,2017-07,23,23,8,1,3,,13,2,1,1,0,0,3,36,24,2,1,5,1,6,56,39,2,1,1,BlueHatbRit,2017-07,1
zxb2462,2017-11,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,
yiuj,2017-07,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,
Dume69,2017-07,127,127,24,,2,,,,,,,,,,,,,,,,,,,3,,Dume69,2017-07,2
EdmundoCarrillo,2017-01,30,22,19,,,,,,,2,0,0,8,2070,4896,222,2,0,0,8,2070,4896,222,2,2,EdmundoCarrillo,2017-01,1
kkzfl22,2017-07,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,
trustworktech,2017-07,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,trustworktech,2017-07,1
3xp1r3-Pr1nc3,2017-08,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,,3xp1r3-Pr1nc3,2017-08,1
jmanmini,2017-01,12,5,5,,,,,,,,,,,,,,1,0,0,2,1,0,1,,,,,
alexdeyneko,2017-10,35,27,24,1,,,,,,3,0,0,6,17300,601,177,3,0,0,8,17301,600,178,2,1,alexdeyneko,2017-10,1
PDOK,2017-04,270,160,71,,1,,1,,,11,0,0,54,3794,23622,122,14,1,0,66,4007,23724,135,4,2,PDOK,2017-04,2
carwynellis,2017-04,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,
pozdnyakov,2017-11,4,4,3,,,,,,,,,,,,,,,,,,,,,2,,pozdnyakov,2017-11,1
contactkkiran,2017-11,8,8,8,,,,,,,,,,,,,,,,,,,,,1,,contactkkiran,2017-11,6
MeetmeLeave,2017-06,6,6,6,,12,,10,2,2,,,,,,,,,,,,,,,,,,,
thunderock,2017-11,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
biskwikman,2017-04,10,10,10,,,,,,,,,,,,,,,,,,,,,2,,biskwikman,2017-04,4
takeshi,2017-05,1,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,
kakshaycs,2017-11,5,5,5,,,,,1,,,,,,,,,,,,,,,,2,,kakshaycs,2017-11,2
jstheoriginal,2017-10,20,15,3,,1,,,,,,,,,,,,,,,,,,,,,,,
Gbury,2017-11,925,599,46,,3,,,,,,,,,,,,,,,,,,,3,,Gbury,2017-11,1
moderakh,2017-06,305,305,15,1,1,,,,,,,,,,,,,,,,,,,,,,,
chenfangzhi123,2017-01,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
ville-16,2017-02,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,ville-16,2017-02,1
kbazulko,2017-07,88,88,86,,,,,,,,,,,,,,,,,,,,,2,,kbazulko,2017-07,2
Gorotto,2017-08,57,57,56,,,,,,,,,,,,,,,,,,,,,,,,,
chromaphobic,2017-01,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,,,
robinlombaert,2017-03,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,
Dcfm,2017-05,112,112,110,,,,,,,,,,,,,,,,,,,,,,,,,
rickr,2017-01,8,8,1,2,1,,,,,2,0,0,2,2,2,2,,,,,,,,,1,rickr,2017-01,1
Mourinha1994,2017-05,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
glinnar,2017-05,19,19,17,2,,,,,,,,,,,,,,,,,,,,2,,glinnar,2017-05,2
sbcrowe,2017-06,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,
makhanov,2017-05,9,9,8,,,,,,,,,,,,,,,,,,,,,1,,makhanov,2017-05,1
Josko8,2017-07,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,Josko8,2017-07,1
brockgion,2017-08,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,brockgion,2017-08,2
ultsi,2017-03,16,15,10,,,,,,,,,,,,,,,,,,,,,2,,ultsi,2017-03,1
lilo3,2017-11,17,10,8,,,,,,,4,0,0,5,28,0,4,5,0,0,8,21,0,5,6,4,lilo3,2017-11,6
isenpai,2017-07,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,isenpai,2017-07,1
mrKvIS,2017-09,2,2,2,,1,,,,,,,,,,,,,,,,,,,1,,mrKvIS,2017-09,1
pengqing123,2017-08,5,5,5,,,,,,,,,,,,,,,,,,,,,1,,pengqing123,2017-08,2
assafnativ,2017-08,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
yulyfish,2017-06,20,20,11,,,5,1,,,1,0,0,8,2,2,1,1,1,0,8,2,2,1,1,1,yulyfish,2017-06,1
jinghuizhai,2017-09,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,jinghuizhai,2017-09,1
peihanhsiang,2017-10,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
RyochanUedasan,2017-01,10,10,9,,,,,,,,,,,,,,,,,,,,,,,,,
jozefbalogh,2017-05,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,jozefbalogh,2017-05,1
anvaka,2017-12,50,50,38,26,227,,7,3,,3,0,0,4,10092,2,6,1,0,0,1,1,1,1,1,2,anvaka,2017-12,1
ArmstrongSubero,2017-10,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
jktin12,2017-02,2,2,2,,,,,2,,,,,,,,,2,0,0,2,48,36,12,,,,,
Douglas1701,2017-05,21,21,20,,,,,,,,,,,,,,,,,,,,,,,,,
diogoacavalcante,2017-10,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,diogoacavalcante,2017-10,1
erikrikarddaniel,2017-08,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,
ipimx,2017-11,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Erbonator3000,2017-01,16,16,6,,,,,,,,,,,,,,,,,,,,,1,,Erbonator3000,2017-01,1
kassonlab,2017-06,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Lonko,2017-12,16,16,8,,1,,,,,,,,,,,,,,,,,,,2,,Lonko,2017-12,2
agerskov,2017-08,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
hiyali,2017-05,84,66,65,1,5,,,,,,,,,,,,,,,,,,,3,,hiyali,2017-05,4
vamem9z-Moses,2017-07,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,
JiajunChou,2017-06,76,76,58,,,,,1,,,,,,,,,,,,,,,,2,,JiajunChou,2017-06,3
jweber,2017-01,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
flipperbw,2017-11,11,11,7,3,1,,18,2,1,,,,,,,,,,,,,,,,,,,
googleanalytics,2017-07,52,8,8,48,133,1,53,17,13,2,0,0,8,134,114,15,5,10,0,57,2974,138,38,,2,,,
nmcevall0,2017-01,31,31,31,,,,,,,,,,,,,,,,,,,,,1,,nmcevall0,2017-01,1
sivaprakashravi,2017-11,3,3,3,,,,,,,,,,,,,,,,,,,,,3,,sivaprakashravi,2017-11,2
coeus-kashifaslam,2017-02,47,47,46,,,,,,,,,,,,,,,,,,,,,,,,,
frankiesmith,2017-10,19,18,20,,,,,,,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,frankiesmith,2017-10,7
faizan-rahman,2017-11,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,faizan-rahman,2017-11,1
Nicksxs,2017-09,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,Nicksxs,2017-09,1
404busters,2017-04,105,105,40,1,1,,31,4,4,21,0,0,45,3393,997,100,21,19,12,78,2656,1079,74,,1,404busters,2017-04,1
zsyzsy,2017-12,16,16,16,,1,,,,,,,,,,,,,,,,,,,,,,,
jpcode,2017-09,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,jpcode,2017-09,1
cedricviaccoz,2017-05,35,15,15,,,,1,,,,,,,,,,1,1,0,15,107,27,1,3,,cedricviaccoz,2017-05,1
ragul1214,2017-02,3,2,2,,,,,,,1,0,0,1,2,0,1,1,0,0,1,2,0,1,1,1,ragul1214,2017-02,2
sebacollado,2017-05,5,5,5,,,,,,,,,,,,,,,,,,,,,1,,sebacollado,2017-05,4
Final-Year-Devloper,2017-10,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,Final-Year-Devloper,2017-10,1
LauraNetworks,2017-10,4,3,3,,,,,,,1,0,0,1,7,3,3,1,0,0,1,7,3,3,1,,,,
ijmccallum,2017-06,12,12,12,,,,,3,,,,,,,,,,,,,,,,2,,ijmccallum,2017-06,1
TechFolker,2017-01,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,TechFolker,2017-01,1
Fibonacci1664,2017-08,4,3,3,,,,,,,1,0,0,1,2,0,1,1,0,0,1,2,0,1,1,1,Fibonacci1664,2017-08,1
mnetelenbos,2017-12,13,13,8,1,1,,,,,2,0,0,3,114057,41552,25,2,0,0,3,114057,41552,25,4,1,mnetelenbos,2017-12,4
xiguang182,2017-08,6,6,5,,,,,,,,,,,,,,,,,,,,,1,,xiguang182,2017-08,1
adamg1234,2017-11,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,adamg1234,2017-11,1
vmenier,2017-09,53,53,26,,,,,,,,,,,,,,,,,,,,,,,,,
reeset,2017-05,15,15,15,4,5,,,2,,,,,,,,,,,,,,,,2,,reeset,2017-05,2
andresmoschini,2017-11,13,13,2,,,,,,,,,,,,,,,,,,,,,,,,,
djangulo,2017-05,30,30,26,,,,,,,,,,,,,,,,,,,,,1,,djangulo,2017-05,1
ShimingLuo,2017-05,7,7,6,,,,,,,,,,,,,,,,,,,,,3,,ShimingLuo,2017-05,3
trollguy22,2017-03,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,
AlexNerru,2017-03,12,12,12,,,,,,,,,,,,,,,,,,,,,1,,AlexNerru,2017-03,1
openapphack,2017-02,5,5,5,,,,,,,,,,,,,,,,,,,,,2,,openapphack,2017-02,3
windwound,2017-12,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,windwound,2017-12,1
JorreVannieuwenhuyze,2017-04,3,2,2,,1,,,,,1,0,0,1,1,2,1,1,0,0,1,1,2,1,1,1,JorreVannieuwenhuyze,2017-04,2
csula,2017-11,44,44,40,3,2,,1,1,,,,,,,,,,,,,,,,,,,,
aaghealth,2017-11,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,
USEPA,2017-06,1872,942,231,13,9,,104,140,104,65,0,0,693,274929,374209,1677,71,6,0,1090,1813549,398015,3977,7,10,USEPA,2017-06,2
tomasz-komoszeski,2017-03,54,54,53,,,,,,,,,,,,,,,,,,,,,2,,tomasz-komoszeski,2017-03,3
darpatel,2017-09,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
yasuoganliang,2017-07,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,yasuoganliang,2017-07,1
team4yf,2017-04,46,46,35,,1,,,,,,,,,,,,,,,,,,,3,,team4yf,2017-04,3
BertieRooster,2017-02,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
inside-demo,2017-09,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
fraserisverycool,2017-01,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,fraserisverycool,2017-01,1
sdgfrfhj,2017-12,43,43,43,,,,,,,,,,,,,,,,,,,,,4,,sdgfrfhj,2017-12,7
Ermad,2017-07,83,80,33,1,1,,,,,,,,,,,,,,,,,,,2,,Ermad,2017-07,2
DavidSaint,2017-05,3,2,2,,,,1,,,1,0,0,1,5,1,1,1,1,0,1,5,1,1,1,1,DavidSaint,2017-05,1
JamesPino,2017-02,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,
katermar,2017-03,4,4,4,,,,,1,,,,,,,,,,,,,,,,2,,katermar,2017-03,2
bipingupta,2017-12,6,6,6,,,,,,,,,,,,,,,,,,,,,1,,bipingupta,2017-12,1
emijerochim,2017-09,11,11,11,,,,,,,,,,,,,,,,,,,,,1,,emijerochim,2017-09,1
borbefg,2017-03,6,6,6,,,,,,,,,,,,,,,,,,,,,1,,borbefg,2017-03,1
einjoh92,2017-08,3,2,2,,,,,,,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,einjoh92,2017-08,1
gbcdevelopers,2017-04,5,5,5,,,,,,6,,,,,,,,,,,,,,,,,,,
aaestates,2017-01,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
RaphaelW1tt,2017-11,46,33,33,1,,,2,,,3,0,0,21,2148,98,7,4,1,0,24,2156,106,8,6,2,RaphaelW1tt,2017-11,2
anky261189,2017-03,4,4,2,,,,,,,,,,,,,,,,,,,,,1,,anky261189,2017-03,2
kofiav,2017-10,61,61,2,,,,,,,,,,,,,,,,,,,,,,,kofiav,2017-10,1
beamong,2017-09,6,6,3,,,,,,,3,0,0,3,138,120,5,3,0,1,4,142,120,5,,1,,,
gabe-sky,2017-05,23,22,15,,1,,,,,1,0,0,1,1,1,1,1,0,0,1,1,1,1,,,gabe-sky,2017-05,1
coltaa,2017-01,25,25,25,,,,,,,,,,,,,,,,,,,,,2,,,,
tihig,2017-05,70,32,27,,,,,,,,,,,,,,,,,,,,,1,,,,
bishunorg,2017-04,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
roger813,2017-04,48,48,45,,,,,,,,,,,,,,,,,,,,,3,,roger813,2017-04,1
junaidali7799,2017-01,112,56,2,,,,,,,,,,,,,,,,,,,,,2,,junaidali7799,2017-01,2
f1madkiller,2017-12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Drackout,2017-01,48,48,34,3,,,,,,1,0,0,1,5,5,2,1,0,0,1,5,5,2,8,1,Drackout,2017-01,7
craigwatson,2017-01,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,
hoosin,2017-03,4,4,3,3,2,,,5,,,,,,,,,,,,,,,,2,,hoosin,2017-03,1
mathGo,2017-12,9,9,5,,,,,,,,,,,,,,,,,,,,,2,,mathGo,2017-12,2
lucarl,2017-09,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,lucarl,2017-09,1
dengkanjiao,2017-05,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,dengkanjiao,2017-05,1
littleZeng2017,2017-02,5,5,3,,,,,,,,,,,,,,,,,,,,,2,,littleZeng2017,2017-02,4
ZhongZeng,2017-11,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,
msemple1111,2017-03,4,4,4,12,6,,8,4,2,,,,,,,,,,,,,,,,,,,
wanglichun,2017-07,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,wanglichun,2017-07,1
freeserf,2017-11,11,11,5,,3,,,,,5,0,0,6,348,129,27,5,0,0,6,349,129,28,,,,,
hpstuff,2017-07,34,34,9,,1,,,,,,,,,,,,,,,,,,,2,,hpstuff,2017-07,2
gaulinmp,2017-09,4,4,3,2,1,,,,,,,,,,,,,,,,,,,,,gaulinmp,2017-09,1
jinwyp,2017-10,29,29,20,,,,,,,,,,,,,,,,,,,,,,,,,
DjDFter,2017-10,5,5,4,,,,,,,,,,,,,,,,,,,,,2,,DjDFter,2017-10,3
rubnsn,2017-01,2,2,1,,,,1,,,,,,,,,,1,1,0,1,22,2,1,,,,,
Phillaf,2017-09,4,4,4,,,,,,,,,,,,,,,,,,,,,,,Phillaf,2017-09,1
vakaras,2017-04,3,3,2,,,,,,,,,,,,,,,,,,,,,1,,vakaras,2017-04,1
FreakApplications,2017-04,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
musically-ut,2017-04,7,7,6,,11,,1,,,,,,,,,,,,,,,,,1,,musically-ut,2017-04,1
bonniw3,2017-03,70,69,68,,,,,,,1,0,0,1,355,0,20,1,0,0,1,355,0,20,,1,,,
bemzj,2017-11,75,75,70,,,,,,,,,,,,,,,,,,,,,9,,bemzj,2017-11,5
IvanHolin,2017-05,1,1,1,,,2,,,,1,0,0,1,8,1,1,,,,,,,,1,1,IvanHolin,2017-05,1
OzymandiasTheGreat,2017-03,1,1,1,1,15,,1,1,,,,,,,,,,,,,,,,1,,OzymandiasTheGreat,2017-03,1
Zaarour,2017-02,38,38,36,,,,,,,,,,,,,,,,,,,,,1,,Zaarour,2017-02,1
Josbaney,2017-01,5,5,5,,,,,,,,,,,,,,,,,,,,,5,,,,
GaryBecker77479,2017-01,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,GaryBecker77479,2017-01,1
auchawadee,2017-02,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,auchawadee,2017-02,1
lindseydagnalltest,2017-03,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,lindseydagnalltest,2017-03,2
BlueInf,2017-12,81,81,81,,1,,,,,,,,,,,,,,,,,,,,,,,
unrivalledvlad123,2017-04,99,42,38,,,,,,,11,0,0,21,11566,2205,188,11,0,0,22,11570,2210,188,2,3,unrivalledvlad123,2017-04,2
mastercoms,2017-09,382,292,280,2,4,,,,6,,,,,,,,,,,,,,,3,,mastercoms,2017-09,4
larissacazi,2017-10,7,7,7,,,,,,,,,,,,,,,,,,,,,1,,larissacazi,2017-10,2
samplaid,2017-01,2,2,1,,,,,,,,,,,,,,,,,,,,,1,,samplaid,2017-01,1
longxiaoqiong,2017-10,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
dverdelet,2017-06,7,7,6,,,,,,,,,,,,,,,,,,,,,1,,dverdelet,2017-06,1
ks489,2017-01,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,
XiaoLan12,2017-08,50,50,43,,,,,,,,,,,,,,,,,,,,,,,,,
corenting,2017-10,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
web-pal,2017-05,102,87,60,2,36,,,1,,18,0,0,107,41825,30610,798,18,0,0,135,30057,21150,596,2,2,,,
archivematica,2017-11,54,39,38,,,,4,1,1,4,0,0,6,111,20,10,5,5,0,14,509,456,20,,,,,
kennyftang,2017-03,8,8,8,,,,,,,,,,,,,,,,,,,,,2,,kennyftang,2017-03,3
nck2,2017-01,6,6,6,,,,,,,,,,,,,,,,,,,,,2,,nck2,2017-01,3
cyhalothrin,2017-04,2,2,2,,,,,1,1,,,,,,,,,,,,,,,,,,,
miuosh,2017-03,58,16,6,,,,,,,3,0,0,39,2587,892,55,3,0,0,39,2587,892,55,,,,,
KlausBenndorf,2017-11,77,51,33,,,,10,,1,16,0,0,36,4792552,156578,1194,17,10,0,29,4707273,77713,1015,,,,,
taanya1996,2017-01,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,taanya1996,2017-01,1
exclsr,2017-07,34,34,8,,,,2,,2,,,,,,,,,,,,,,,,,,,
entella,2017-09,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,entella,2017-09,2
iabw,2017-09,3,3,3,,,,,,,,,,,,,,,,,,,,,2,,iabw,2017-09,1
Atljh0987,2017-11,6,6,6,,,,,,,,,,,,,,,,,,,,,2,,Atljh0987,2017-11,4
manukempo,2017-09,7,2,7,,,,,,,,,,,,,,,,,,,,,1,,,,
Saftemand,2017-11,6,6,3,,,,,,,,,,,,,,,,,,,,,1,,Saftemand,2017-11,1
srebrinb,2017-01,10,10,6,,,,,,,,,,,,,,,,,,,,,1,,srebrinb,2017-01,1
sjanssen2,2017-08,422,125,89,1,,,45,8,7,22,0,0,60,2315,3442,63,22,37,0,303,51643,6740,152,,,,,
dario-ljubic,2017-07,9,9,7,,,,,,,,,,,,,,,,,,,,,1,,dario-ljubic,2017-07,1
ldubost,2017-03,2,2,2,,1,,,,,,,,,,,,,,,,,,,1,,ldubost,2017-03,1
dingqiangliu,2017-06,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,
warui1738,2017-07,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,
ArthurBinello,2017-07,60,60,58,,,,,,,,,,,,,,,,,,,,,3,,ArthurBinello,2017-07,2
vladimirseredin,2017-03,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,
artemkramov,2017-07,9,9,9,,,,,,,,,,,,,,,,,,,,,1,,artemkramov,2017-07,1
plvscienceinfo,2017-09,7,7,7,,,,,,,,,,,,,,,,,,,,,1,,plvscienceinfo,2017-09,1
xModRed,2017-05,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
Team-4795,2017-09,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
PurpurProject,2017-02,3,3,3,,,,,1,,,,,,,,,,,,,,,,2,,PurpurProject,2017-02,2
KellyByrne,2017-12,14,14,13,,,,,,,,,,,,,,,,,,,,,2,,KellyByrne,2017-12,3
wyv3rn,2017-03,15,10,10,,,,,,,5,0,0,5,25,37,5,5,0,0,5,25,37,5,,,,,
ooxx201,2017-08,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,
stealthybox,2017-02,4,4,4,,,,,,,,,,,,,,,,,,,,,3,,stealthybox,2017-02,3
b-marisa,2017-05,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,,,
techwizzy,2017-02,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,techwizzy,2017-02,2
vignesh5698,2017-10,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
vivisidea,2017-04,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,vivisidea,2017-04,1
wojchmielew,2017-01,4,3,3,,,,,,,,,,,,,,,,,,,,,1,,wojchmielew,2017-01,3
skeggsb,2017-11,323,165,6,2,2,,,,,,,,,,,,,,,,,,,,,,,
soiesoleil,2017-04,5,4,4,,,,,,,1,0,0,1,3,0,1,1,0,0,1,3,0,1,1,1,soiesoleil,2017-04,2
epylinkn,2017-01,47,47,37,,,,,,,,,,,,,,,,,,,,,,,,,
haitr,2017-07,8,8,8,,,,,,,,,,,,,,,,,,,,,,,haitr,2017-07,1
asarkisian,2017-03,46,46,43,1,,,,,,,,,,,,,,,,,,,,,,,,
ixdy,2017-03,4922,4568,68,,,,,,,,,,,,,,,,,,,,,3,,ixdy,2017-03,1
yanaM0nkey,2017-08,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,
JabAleksandra,2017-09,3,2,2,,,,,,,1,0,0,1,3,0,1,1,0,0,1,3,0,1,1,1,JabAleksandra,2017-09,1
peperrone,2017-08,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
morsamatias,2017-11,12,12,12,,,,,,,,,,,,,,,,,,,,,1,,morsamatias,2017-11,1
techthoughts2,2017-11,6,5,5,,,,,2,2,1,0,0,1,7,2,1,1,0,0,1,7,2,1,2,1,techthoughts2,2017-11,2
Adjailson,2017-07,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
vponomaryov,2017-06,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,
talmetiu,2017-10,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,talmetiu,2017-10,2
kiranrkumar,2017-01,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,kiranrkumar,2017-01,1
Gracepu,2017-02,3,2,2,,,,,,,1,0,0,1,6,0,1,1,0,0,1,6,0,1,1,1,Gracepu,2017-02,1
marthieme,2017-05,5,5,5,,,,,,,,,,,,,,,,,,,,,1,,marthieme,2017-05,1
Pipen,2017-08,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,Pipen,2017-08,1
ankush-duttaa,2017-12,12,12,10,,,,,,,,,,,,,,,,,,,,,,,,,
zhanchi5,2017-12,19,15,11,,,,,,,,,,,,,,,,,,,,,1,,zhanchi5,2017-12,1
