"","acq_firmyr_patent_count","acq_firmyr_fcitations10_total","acq_firmyr_complexity_mean","acq_firmyr_originality_mean","success","fyear","after","acq_emp","acq_xrd","acq_at","acq_ch","acq_ni","acq_leverage1","acq_sic","tar_emp","tar_xrd","tar_at","tar_ch","tar_leverage1","tar_firmyr_patent_count","tar_firmyr_fcitations10_total","tar_firmyr_generality_mean","tar_firmyr_originality_mean"
"1137",NA,NA,NA,NA,1,1985,0,0.36,NA,300.904,6.74,8.097,0.0327879,4923,0,NA,125.609,0.002,0,NA,NA,NA,NA
"1138",NA,NA,NA,NA,1,1986,0,0.358,NA,264.395,NA,0.174,0.0525199,4923,0,NA,61.064,0.001,0,NA,NA,NA,NA
"1139",NA,NA,NA,NA,1,1987,0,0.348,NA,291.845,NA,9.68,0.0128219,4923,0,NA,53.507,0,3.74e-05,NA,NA,NA,NA
"1140",NA,NA,NA,NA,1,1988,0,0.364,NA,308.384,1.187,4.598,0.0229487,4923,0,NA,38.367,0.016,0,NA,NA,NA,NA
"1141",NA,NA,NA,NA,1,1989,1,0.384,NA,330.787,14.083,12.774,0.0270748,4923,NA,NA,32.534,0.163,0,NA,NA,NA,NA
"1142",NA,NA,NA,NA,1,1984,0,0.3,0,41.796,0.184,-4.237,0.1135755,2721,NA,NA,46.334,0.324,0.3345276,NA,NA,NA,NA
"1143",NA,NA,NA,NA,1,1985,0,NA,NA,38.372,0.144,NA,0.2900813,2721,0.24,NA,122.128,4.503,0.0204703,NA,NA,NA,NA
"1144",NA,NA,NA,NA,1,1986,0,6.153,NA,270.017,5.665,-3.721,0.0522782,2721,0.413,NA,482.995,4.238,0.0445139,NA,NA,NA,NA
"1145",NA,NA,NA,NA,1,1987,0,NA,NA,122.414,3.924,-17.216,0.0767886,2721,0.719,NA,480.308,4.564,0.041109,NA,NA,NA,NA
"1146",NA,NA,NA,NA,1,1988,0,NA,NA,26.6,8.6,-17.1,0,2721,0.58,NA,402.589,11.784,0.2856511,NA,NA,NA,NA
"1147",NA,NA,NA,NA,1,1985,0,0.773,1.134,27.862,1.661,2.177,0.0075371,3944,0.55,NA,41.472,1.752,0.1778549,NA,NA,NA,NA
"1148",NA,NA,NA,NA,1,1986,0,0.72,1.815,58.05,1.496,3.037,0.0263049,3944,0.8,NA,89.009,4.821,0.1387163,1,5,0.8333333,NA
"1149",NA,NA,NA,NA,1,1987,0,1.066,2.491,115.056,5.505,6.877,0.2320435,3944,0.87,NA,100.298,4.401,0.3757403,1,103,0.7033613,0.7857143
"1150",NA,NA,NA,NA,1,1988,0,1.061,4.696,142.544,6.744,11.7,0.1495398,3944,0.77,NA,82.242,1.661,0.3629046,NA,NA,NA,NA
"1151",NA,NA,NA,NA,1,1989,0,2.036,5.964,313.139,12.975,15.681,0.075417,3944,NA,NA,138.917,5.307,0.0115033,1,37,0.7962963,0.490909
"1152",NA,NA,NA,NA,1,1990,1,1.616,9.604,319.227,11.362,3.351,0.0641926,3944,NA,NA,106.673,1.53,0,NA,NA,NA,NA
"1153",NA,NA,NA,NA,1,1991,1,1.7,9.013,390.338,19.009,18.441,0.0128786,3944,NA,NA,123.006,6.008,0,NA,NA,NA,NA
"1154",NA,NA,NA,NA,1,1985,0,0.236,1.699,15.498,NA,4.384,0,7370,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155",NA,NA,NA,NA,1,1986,0,0.507,3.21,49.21,NA,10.09,0.0036984,7370,0.193,4.057,12.184,NA,0.0604892,NA,NA,NA,NA
"1156",NA,NA,NA,NA,1,1987,0,1.138,NA,129.418,NA,20.338,0.0103,7370,0.324,6.299,42.476,NA,0.0297815,NA,NA,NA,NA
"1157",NA,NA,NA,NA,1,1988,0,1.584,NA,227.412,34.168,30.431,0.0009806,7370,0.471,8.626,52.847,NA,0.0351203,NA,NA,NA,NA
"1158",1,11,6.184044,0,1,1986,0,1.834,NA,265.595,NA,-19.943,0.0025189,3312,0.939,NA,61.253,NA,0.0234274,NA,NA,NA,NA
"1159",NA,NA,NA,NA,1,1987,0,1.927,NA,277.612,NA,5.208,0.0018767,3312,1.101,NA,67.015,NA,0.0463926,NA,NA,NA,NA
"1160",NA,NA,NA,NA,1,1988,0,2.047,NA,301.465,47.583,18.473,0.0005938,3312,1.033,NA,71.27,NA,0.0218044,2,8,0.8333333,NA
"1161",1,9,6.206056,NA,0,1984,0,0.089,1.664,45.175,NA,5.691,0,3842,0.227,1.531,18.386,0.167,0.0197977,NA,NA,NA,NA
"1162",NA,NA,NA,NA,0,1985,0,0.133,1.837,50.88,0.203,-2.154,0,3842,0.284,1.239,17.634,0.081,0.1844732,NA,NA,NA,NA
"1163",NA,NA,NA,NA,0,1986,0,0.086,0.512,54.861,0.716,4.261,0,3842,0.225,1.175,13.491,0.352,0.2065822,NA,NA,NA,NA
"1164",NA,NA,NA,NA,0,1987,0,0.095,0.53,54.05,0.12,-4.755,0,3842,0.263,1.09,17.472,0.05,0.1636905,NA,NA,NA,NA
"1165",NA,NA,NA,NA,0,1988,0,0.119,NA,55,0.089,0.819,0,3842,0.284,0.862,17.742,0.165,0.101736,NA,NA,NA,NA
"1166",NA,NA,NA,NA,0,1989,0,0.146,0.608,55.597,0.134,0.563,0,3842,0.373,1.381,27.098,0.141,0.2410141,NA,NA,NA,NA
"1167",NA,NA,NA,NA,0,1984,0,0.186,NA,33.888,NA,-8.988,0.0586933,4812,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168",NA,NA,NA,NA,0,1985,0,0.162,NA,34.202,NA,-10.125,0.103415,4812,0.475,NA,11.428,NA,0.0375394,NA,NA,NA,NA
"1169",NA,NA,NA,NA,0,1986,0,0.104,NA,28.319,NA,-7.032,0.6210671,4812,0.6,NA,16.597,NA,0.0811592,NA,NA,NA,NA
"1170",NA,NA,NA,NA,0,1987,0,0.104,NA,16.977,NA,-1.31,0.0330447,4812,0.6,NA,20.617,NA,0.0782849,NA,NA,NA,NA
"1171",NA,NA,NA,NA,0,1988,0,0.118,NA,15.683,0.09,-2.754,0.0353886,4812,0.555,NA,22.154,NA,0.1485962,NA,NA,NA,NA
"1172",NA,NA,NA,NA,1,1984,0,2.05,4.339,92.916,NA,2.602,0.0950751,3640,2.728,4.839,136.866,2.733,0.0154165,5,66,0.6555844,0.5
"1173",NA,NA,NA,NA,1,1985,0,2,4.268,86.914,NA,3.062,0.1138021,3640,2.332,5.34,149.749,2.18,0.0302239,7,102,0.7775338,0.7833333
"1174",NA,NA,NA,NA,1,1986,0,1.68,4.709,100.584,NA,4.005,0.1482542,3640,2.22,5.536,133.115,2.478,0.0334297,10,148,0.7732559,0.7113095
"1175",NA,NA,NA,NA,1,1987,0,1.3,4.2,102.124,NA,-1.619,0.0961968,3640,2.278,8.772,137.896,1.997,0.0045832,11,103,0.877005,0.7102293
"1176",NA,NA,NA,NA,1,1988,0,1.59,4.677,149.694,2.265,15.197,0.1281347,3640,2.079,6.3,130.865,2.476,0.0015665,3,28,0.9203703,0.8555555
"1177",5,310,5.635351,0.6747835,1,1984,0,10.541,33.598,742.19,4.648,38.2,0.0207319,3679,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178",7,193,5.635181,0.5555555,1,1985,0,11.79,42.859,871.36,4.309,39.375,0.0151763,3679,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179",13,211,5.467737,0.3383117,1,1986,0,9.027,33.995,894.584,5.105,8.8,0.068936,3679,1.75,6.403,112.233,NA,0.0047401,NA,NA,NA,NA
"1180",7,249,5.712883,0.5255926,1,1987,0,6.756,24.485,581.745,5.245,-35.36,0.0224411,3679,1.877,6.287,140.746,NA,0.0053359,NA,NA,NA,NA
"1181",3,74,5.895851,0.5192307,1,1988,0,6.448,25.035,482.812,82.958,18.375,0.0140697,3679,1.741,6.263,141.882,NA,0.0032703,NA,NA,NA,NA
"1182",1,55,4.87843,0,1,1989,0,7.562,31.019,517.114,27.422,0.178,0.1083997,3679,1.616,5.067,135.713,0.035,0.0030137,NA,NA,NA,NA
"1183",57,535,5.604492,0.509274,0,1984,0,42.4,60.5,3323.8,59.3,96.7,0.0481978,1382,8.897,18.601,990.572,NA,0.1442894,13,133,0.4391291,0.3366666
"1184",70,591,5.563061,0.5612532,0,1985,0,46.2,75,3224.5,49.7,-196.4,0.05176,1382,5.7,18.282,816.539,NA,0.0407292,18,535,0.4746258,0.4726965
"1185",52,644,5.62086,0.3780503,0,1986,0,39.7,62.9,3110.2,45.3,9.6,0.0625683,1382,3.3,13.801,674.354,NA,0.0144123,18,433,0.5177383,0.601078
"1186",46,381,5.384834,0.5440665,0,1987,0,30.8,32.4,2882.3,81.9,48.9,0.0262291,1382,2.6,10.996,372.439,NA,0.02928,9,238,0.4945913,0.388007
"1187",35,414,5.533212,0.3443824,0,1988,0,30.7,27.4,2899.4,187.9,156.8,0.0129337,1382,2.6,13.6,347.134,25.26,0.069152,12,365,0.5651318,0.6019841
"1188",20,348,5.540216,0.6204829,0,1989,0,31.4,11.9,3056.1,454.9,170,0.0114198,1382,2.9,14.077,325.242,16.76,0.0827599,10,159,0.5463459,0.7316667
"1189",39,371,5.351101,0.4655808,0,1990,1,33.1,11.9,3309.3,360.9,184.4,0.0090654,1382,3.28,13.866,395.628,29.705,0.1101666,16,247,0.3663397,0.4644237
"1190",26,379,5.32001,0.396661,0,1991,1,31.8,13.2,3250.8,284.9,146.8,0.0082134,1382,2.6,16.744,397.335,18.192,0.1292184,9,402,0.4470522,0.4204586
"1191",24,286,5.491414,0.5004985,0,1992,1,27.4,11,3187.8,155.2,-365.5,0.0300834,1382,1.8,6.218,370.482,16.249,0.3982461,12,226,0.5782691,0.4804209
"1192",21,254,5.558623,0.4857735,0,1993,1,25.926,81.5,3641.9,239.1,126.7,0.0633735,1382,1.75,6.574,348.386,101.561,0.002015,14,508,0.252829,0.2949939
"1193",31,401,5.763566,0.3842875,0,1994,1,17.6,102.5,4323.6,515,361.8,0.0084652,1382,4.1,14.615,619.78,8.145,0.0255768,20,703,0.2402225,0.2626952
"1194",NA,NA,NA,NA,1,1986,0,0.67,NA,25.472,0.132,NA,0,5961,2.8,0,198.412,NA,0.0059321,NA,NA,NA,NA
"1195",NA,NA,NA,NA,1,1987,0,1.15,0,44.512,1.733,-6.156,0.0309579,5961,3,NA,225.418,NA,0.0050173,NA,NA,NA,NA
"1196",NA,NA,NA,NA,1,1988,0,1.359,0,68.508,1.251,9.011,0.0222018,5961,3.4,0,258.564,NA,0.0018177,NA,NA,NA,NA
"1197",NA,NA,NA,NA,1,1986,0,0.063,2.944,8.335,2.393,1.496,0.0585483,3674,0.316,4.841,41.592,2.003,0,NA,NA,NA,NA
"1198",3,172,5.501811,0.5030303,1,1987,0,0.146,7.008,50.724,3.389,12.905,0.0125187,3674,0.571,5.822,83.713,1.784,0.1710129,NA,NA,NA,NA
"1199",3,106,5.435314,0.2802145,1,1988,0,0.308,18.735,94.58,2.053,22.097,0.0149503,3674,NA,4.455,28.026,1.033,0.5046743,NA,NA,NA,NA
"1200",NA,NA,NA,NA,1,1984,0,0.39,NA,23.709,3.649,2.433,0,8731,NA,NA,3.509,0.007,0.3174694,NA,NA,NA,NA
"1201",NA,NA,NA,NA,1,1985,0,0.37,NA,25.79,8.322,1.218,0.0096937,8731,0.005,NA,2.129,0.001,0.3452325,NA,NA,NA,NA
"1202",NA,NA,NA,NA,1,1986,0,0.36,NA,22.541,6.351,0.439,0,8731,NA,NA,5.435,0.03,0.4947562,NA,NA,NA,NA
"1203",NA,NA,NA,NA,1,1987,0,0.35,NA,26.706,10.137,1.903,0,8731,NA,NA,5.681,0.108,0.3979933,NA,NA,NA,NA
"1204",2,36,5.527557,0.25,1,1988,0,0.35,NA,30.515,14.115,3.554,0,8731,NA,NA,4.842,0.041,0.3459314,NA,NA,NA,NA
"1205",2,26,5.733255,0.827381,1,1989,0,0.389,NA,58.281,15.089,4.455,0.1934421,8731,0.071,NA,4.996,0.184,0.223779,NA,NA,NA,NA
"1206",77,936,6.56164,0.4198895,1,1984,0,36.2,212.4,3248.6,NA,472.4,0.0531921,2834,23.001,150.645,2134.111,NA,0.079427,86,1113,0.5631839,0.4936793
"1207",96,1299,6.114755,0.5025927,1,1985,0,35.7,261.7,3721.2,NA,531.4,0.0622649,2834,23.647,165.686,2452.968,NA,0.0941325,71,1087,0.5558358,0.5610917
"1208",81,1116,6.237428,0.4831845,1,1986,0,34.9,311.1,4183,NA,589.5,0.055104,2834,16.915,163.045,2408.831,NA,0.0246153,66,779,0.5403209,0.5464238
"1209",82,1388,6.227766,0.5192071,1,1987,0,34.1,341.7,4732,NA,709.6,0.0472105,2834,16.81,221.375,2782.375,NA,0.0686615,70,1117,0.5355833,0.4335771
"1210",95,1312,5.979766,0.4744099,1,1988,0,35.2,394.1,5189.7,1186.2,829,0.0333931,2834,18.077,293.576,3083.114,NA,0.1641506,52,743,0.4523294,0.5141256
"1211",NA,NA,NA,NA,1,1984,0,1.9,0,21.091,2.789,3.629,0,5812,2.3,0,34.349,0.963,0.0086465,NA,NA,NA,NA
"1212",NA,NA,NA,NA,1,1985,0,2.75,0,52.469,3.834,5.351,0,5812,2.52,0,41.909,0.977,0.0125987,NA,NA,NA,NA
"1213",NA,NA,NA,NA,1,1986,0,4.4,0,75.296,NA,7.387,0,5812,2.69,0,43.237,1.284,0.0211162,NA,NA,NA,NA
"1214",NA,NA,NA,NA,1,1987,0,5.6,0,84.838,NA,8.766,0,5812,2.94,0,42.418,1.378,0.0167853,NA,NA,NA,NA
"1215",NA,NA,NA,NA,1,1988,0,6.25,0,101.218,6.1,9.832,0.029639,5812,3.23,0,40.988,1.106,0.0212745,NA,NA,NA,NA
"1216",2,45,5.864372,0.9464285,1,1980,0,23.3,1.1,580.665,4.734,42.505,0.0276821,2211,20.941,NA,426.433,8.264,0.0170531,1,5,0.4,0.6666666
"1217",1,19,5.905067,1,1,1981,0,22.5,1.235,623.413,2.87,41.053,0.02977,2211,19.676,NA,442.14,7.801,0.0200638,NA,NA,NA,NA
"1218",5,68,5.779342,0.4791666,1,1982,0,21.5,1.3,651.401,4.817,43.067,0.0142063,2211,19.088,NA,434.725,7.157,0.0207764,NA,NA,NA,NA
"1219",NA,NA,NA,NA,1,1983,0,21.5,NA,710.626,5.78,52.327,0.0174044,2211,18.225,NA,443.313,8.64,0.0106268,1,1,NA,NA
"1220",NA,NA,NA,NA,1,1984,0,22.1,NA,760.865,4.843,55.725,0.0583454,2211,18.818,NA,525.706,12.653,0.0079912,NA,NA,NA,NA
"1221",NA,NA,NA,NA,0,1984,0,NA,NA,NA,NA,NA,NA,2844,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222",NA,NA,NA,NA,0,1985,0,NA,NA,NA,NA,NA,NA,2844,NA,NA,0.523,0.105,0.416826,NA,NA,NA,NA
"1223",NA,NA,NA,NA,0,1986,0,NA,NA,NA,NA,NA,NA,2844,NA,NA,3.482,0.033,0.2113728,NA,NA,NA,NA
"1224",NA,NA,NA,NA,0,1987,0,NA,NA,NA,NA,NA,NA,2844,0.107,NA,13.571,0.102,0.249871,NA,NA,NA,NA
"1225",NA,NA,NA,NA,0,1988,0,0.03,NA,2.182,NA,-0.069,0.0572869,2844,0.079,NA,11.061,0.538,0.2252057,NA,NA,NA,NA
"1226",NA,NA,NA,NA,1,1980,0,28.2,NA,867.497,31.481,51.799,0.0193453,8062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227",NA,NA,NA,NA,1,1981,0,40.1,NA,1203.194,11.822,75.237,0.0172308,8062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228",NA,NA,NA,NA,1,1982,0,50.2,NA,1883,11,93,0.0148699,8062,NA,NA,6.942,0.323,0.1027082,NA,NA,NA,NA
"1229",NA,NA,NA,NA,1,1983,0,55.1,NA,2234,18,121,0.0134288,8062,0.311,NA,18.189,0.28,0.0026939,NA,NA,NA,NA
"1230",NA,NA,NA,NA,1,1984,0,69,NA,2842,22,149,0.0123153,8062,0.962,NA,43.398,NA,0.024356,NA,NA,NA,NA
"1231",NA,NA,NA,NA,1,1979,0,62,0,1201.934,37.552,44.434,0.0395213,5411,52,NA,1012.367,30.768,0.014315,NA,NA,NA,NA
"1232",NA,NA,NA,NA,1,1980,0,62.8,0,1292.992,2.122,51.553,0.0101385,5411,59,NA,1288.901,17.853,0.0113345,NA,NA,NA,NA
"1233",NA,NA,NA,NA,1,1981,0,64,0,1356.328,-5.068,64.552,0.0083711,5411,57.8,NA,1379.871,23.505,0.0110213,NA,NA,NA,NA
"1234",NA,NA,NA,NA,1,1982,0,62.449,0,1444.367,34.159,90.371,0.0071256,5411,60,NA,1474.805,29.022,0.0134133,NA,NA,NA,NA
"1235",NA,NA,NA,NA,1,1983,0,66,0,1626.695,52.203,117.902,0.0072706,5411,61.7,NA,1562.195,NA,0.0153067,NA,NA,NA,NA
"1236",NA,NA,NA,NA,1,1979,0,6.9,NA,289.966,5.339,12.455,0.0205196,3420,4.181,4.306,183.23,3.348,0.0848278,4,39,0.4571428,0
"1237",NA,NA,NA,NA,1,1980,0,8.4,0.35,325.885,8.419,8.152,0.0335026,3420,4.479,5.415,228.041,6.536,0.0925886,8,71,0.4981442,0
"1238",NA,NA,NA,NA,1,1982,0,6.1,NA,353.403,4.503,16.749,0.0135058,3420,4.043,6.139,255.784,4.032,0.0744495,3,16,0.4222222,0
"1239",NA,NA,NA,NA,1,1983,0,5.6,NA,365.665,NA,21.935,0.0137093,3420,4.118,7.428,247.243,1.77,0.0465291,10,54,0.3428572,0.3611111
"1240",1,2,5.475564,0,1,1984,0,10.233,NA,691.724,NA,24.317,0.0026456,3420,4.012,8.199,245.645,1.337,0.0573633,2,41,0.3118227,0.4111111
"1241",NA,NA,NA,NA,1,1979,0,118.46,NA,5160.164,42.543,227.438,0.061643,7812,5.5,NA,269.055,4.802,0.0278753,NA,NA,NA,NA
"1242",NA,NA,NA,NA,1,1980,0,107.17,NA,5416.746,6.488,255.284,0.0643104,7812,5.8,NA,296.373,3.212,0.0033741,NA,NA,NA,NA
"1243",NA,NA,NA,NA,1,1981,0,109.1,NA,5893.219,NA,290.887,0.0529495,7812,5.8,NA,319.628,3.148,0.0627073,NA,NA,NA,NA
"1244",NA,NA,NA,NA,1,1982,0,99.4,NA,5847.25,NA,168.602,0.0391264,7812,5.7,NA,361.383,6.008,0.1040835,NA,NA,NA,NA
"1245",NA,NA,NA,NA,1,1983,0,74.15,NA,4418.167,NA,-212.053,0.0361175,7812,5.6,NA,402.572,6.197,0.0875719,NA,NA,NA,NA
"1246",1,15,7.008004,0.8,1,1985,0,0.123,9.884,14.867,0.219,-4.828,0.00639,2836,0.071,1.7,9.458,NA,0,NA,NA,NA,NA
"1247",2,20,7.891626,0.6666667,1,1986,0,0.149,11.217,47.368,1.47,-46.652,0.0041589,2836,0.076,1.9,15.886,NA,0,3,135,0.7628053,0.6388888
"1248",1,6,7.047897,0.8333333,1,1987,0,0.154,15.562,66.49,0,-12.188,0.003008,2836,0.077,2.05,12.837,NA,0,1,19,0.7124183,0.6666666
"1249",4,20,7.911016,0.3888889,1,1988,0,0.17,11.814,55.003,2.389,-11.993,0.0010908,2836,0.088,1.06,12.085,NA,0,NA,NA,NA,NA
"1250",NA,NA,NA,NA,0,1984,0,0.056,0.779,7.415,0.175,0.93,0.0079568,3576,0.069,0.681,10.256,0.154,0,NA,NA,NA,NA
"1251",NA,NA,NA,NA,0,1985,0,0.067,1.075,8.618,1.112,0.335,0.0218148,3576,0.076,1.181,10.133,0.399,0,NA,NA,NA,NA
"1252",NA,NA,NA,NA,0,1986,0,0.098,1.612,11.643,0.977,1.616,0.027742,3576,0.08,2.342,11.311,0.052,0,NA,NA,NA,NA
"1253",1,4,5.463448,0.5238095,0,1987,0,0.127,2.386,12.424,0.708,1.17,0.0449936,3576,0.072,2.102,10.291,0.161,0,NA,NA,NA,NA
"1254",NA,NA,NA,NA,0,1988,0,0.166,3.693,13.611,2.516,1.628,0.0021306,3576,0.082,1.4,10.793,2.519,0,NA,NA,NA,NA
"1255",NA,NA,NA,NA,0,1989,0,0.214,4.771,22.171,5.548,-0.107,0.0343241,3576,0.081,1.755,10.397,5.316,0,NA,NA,NA,NA
"1256",NA,NA,NA,NA,0,1990,1,0.219,7.14,20.505,1.361,-3.689,0.1063155,3576,0.085,1.536,9.828,5.011,0.0005088,NA,NA,NA,NA
"1257",NA,NA,NA,NA,0,1991,1,0.251,6.434,34.065,9.145,3.107,0.0056069,3576,0.083,1.65,9.033,2.816,0.002989,NA,NA,NA,NA
"1258",NA,NA,NA,NA,0,1992,1,0.29,9.18,36.468,5.754,1.787,0.0030986,3576,0.082,1.593,9.682,2.341,0.0015493,NA,NA,NA,NA
"1259",NA,NA,NA,NA,0,1993,1,0.24,8.772,32.339,2.703,-4.201,0.002783,3576,0.078,1.651,7.963,1.826,0.0012558,NA,NA,NA,NA
"1260",NA,NA,NA,NA,0,1994,1,0.188,7.862,31.943,3.814,-0.28,0,3576,0.075,1.694,8.583,2.176,0.0024467,NA,NA,NA,NA
"1261",7,62,5.301459,0.4166667,1,1984,0,2.713,13.119,179.723,0.945,20.799,0.0033496,3357,0.071,0.955,6.514,0.139,0.0657046,NA,NA,NA,NA
"1262",7,160,5.399207,0.6505585,1,1985,0,2.355,15.939,185.253,1.274,14.117,0.002143,3357,0.113,1.303,10.876,NA,0.0560868,NA,NA,NA,NA
"1263",3,45,5.59594,0.5333334,1,1986,0,2.331,13.299,193.278,2.114,9.518,0.0085628,3357,0.139,1.486,12.095,NA,0.0930963,NA,NA,NA,NA
"1264",9,151,5.37862,0.4821399,1,1987,0,2.297,10.415,208.943,4.638,3.814,0.0094715,3357,0.155,2.357,13.225,NA,0.1271834,NA,NA,NA,NA
"1265",3,24,5.426872,0.3607817,1,1988,0,2.679,14.129,233.96,9.753,13.901,0.0396435,3357,0.153,3.04,11.488,NA,0.0391713,NA,NA,NA,NA
"1266",7,113,5.65956,0.4130556,1,1989,0,2.87,17.021,265.66,7.395,16.235,0.0872958,3357,0.142,2.913,11.077,NA,0,NA,NA,NA,NA
"1267",94,2826,5.813102,0.4590389,1,1984,0,62,369,8898,39,890,0.0401214,2840,1.645,4.951,161.525,NA,0.0010896,NA,NA,NA,NA
"1268",108,4262,5.818829,0.5552064,1,1985,0,62,400,9683,19,635,0.0412062,2840,1.729,5.58,200.167,NA,1.5e-05,NA,NA,NA,NA
"1269",106,3531,5.889909,0.4853942,1,1986,0,74,479,13055,53,709,0.0583684,2840,1.93,5.709,244.354,NA,0.0230895,1,13,0.8181818,0.5757576
"1270",142,5371,5.810653,0.4925434,1,1987,0,73,576,13715,76,327,0.0364564,2840,2.069,5.913,294.449,NA,0.0512618,NA,NA,NA,NA
"1271",124,3734,5.823576,0.5766026,1,1988,0,77,652,14820,50,1020,0.0608637,2840,2.249,6.367,330.027,NA,0.0405209,1,6,NA,0
"1272",NA,NA,NA,NA,1,1984,0,46,NA,1108.804,39.505,39.549,0.0173998,4991,0.65,NA,17.231,NA,0.0229238,NA,NA,NA,NA
"1273",NA,NA,NA,NA,1,1985,0,39,NA,834.276,26.049,-21.641,0.0132822,4991,1.1,NA,27.963,NA,0.0084755,NA,NA,NA,NA
"1274",NA,NA,NA,NA,1,1986,0,38,NA,836.185,21.349,119.562,0.0031118,4991,1.65,NA,53.095,NA,0.0653922,NA,NA,NA,NA
"1275",NA,NA,NA,NA,1,1987,0,38,NA,946.906,29.902,54.026,0.0001077,4991,1.9,NA,67.712,NA,0.0233046,NA,NA,NA,NA
"1276",NA,NA,NA,NA,1,1988,0,37,NA,2201.745,136.121,57.78,0.0025457,4991,2.1,NA,104.625,NA,0.0131708,NA,NA,NA,NA
"1277",3,136,6.348518,0.7083333,1,1984,0,40,NA,4785,36,119,0.03093,2600,13,NA,1963.7,10.3,0.0176707,NA,NA,NA,NA
"1278",4,127,6.286478,0.452381,1,1985,0,38,NA,4866,62,187,0.0297986,2600,13.9,NA,1967.7,7.5,0.015602,NA,NA,NA,NA
"1279",4,71,5.338518,0.6111111,1,1986,0,39,NA,5114,80,296,0.0612045,2600,14,NA,2077,20.4,0.0186326,NA,NA,NA,NA
"1280",5,190,6.012351,0.7606234,1,1987,0,42,NA,5870,70,458,0.0582624,2600,18.6,NA,3538.5,NA,0.1241204,NA,NA,NA,NA
"1281",6,125,5.486316,0.5099452,1,1988,0,44,NA,7115,62,467,0.0446943,2600,20,NA,3821.4,NA,0.0543518,NA,NA,NA,NA
"1282",8,158,5.584414,0.6748361,1,1989,0,44,NA,7056,23,661,0.0297619,2600,19.5,NA,4115.4,NA,0.0282597,NA,NA,NA,NA
"1283",NA,NA,NA,NA,1,1984,0,0.702,2.971,29.021,NA,0.038,0.1158471,3572,0.082,0.86,11.819,NA,0.0068534,NA,NA,NA,NA
"1284",1,32,4.67618,0.25,1,1985,0,0.978,5.941,61.25,NA,10.682,0.0248653,3572,0.075,0.915,8.521,NA,0.0942378,NA,NA,NA,NA
"1285",1,44,5.693513,0,1,1986,0,1.928,11.779,251.052,NA,26.337,0.0095399,3572,0.065,0.812,6.97,0.022,0.1466284,NA,NA,NA,NA
"1286",39,631,5.773438,0.4752224,1,1984,0,42.8,82.493,2568.342,23.134,71.55,0.0549144,2844,0.043,0.992,3.282,0.112,0,NA,NA,NA,NA
"1287",47,735,5.929554,0.4082889,1,1985,0,40.6,82.256,2814.005,39.24,109.442,0.1303843,2844,0.069,1.182,8.744,0.593,0,NA,NA,NA,NA
"1288",68,980,5.854269,0.3223009,1,1986,0,37.9,95,2845.934,24.704,177.465,0.0546636,2844,0.093,1.128,11.607,0.289,0,NA,NA,NA,NA
"1289",61,1073,5.764774,0.3939092,1,1987,0,37.4,70.295,3227.653,NA,54.022,0.067278,2844,0.102,1.426,22.296,0.784,0,1,9,0,0.5
"1290",68,1513,5.885104,0.4553904,1,1988,0,24.7,73.024,3217.567,241.358,317.801,0.0327757,2844,0.148,1.515,50.606,NA,0.0019958,1,13,0.5111111,0.6666667
"1291",75,1340,5.742391,0.3565561,1,1989,0,24.1,85.528,3536.483,397.876,280.031,0.0314304,2844,0.164,1.932,49.822,NA,0.0032315,2,159,0.6776121,0.8095238
"1292",NA,NA,NA,NA,1,1984,0,2.824,NA,935.014,4.731,24.394,0.0443779,4813,0.477,0,89.073,NA,0.0658336,NA,NA,NA,NA
"1293",NA,NA,NA,NA,1,1985,0,3.42,NA,1224.944,NA,34.756,0.0277319,4813,0.543,0,92.276,NA,0.1006437,NA,NA,NA,NA
"1294",NA,NA,NA,NA,1,1986,0,3.78,NA,1220.995,NA,44.174,0.0651698,4813,0.531,0,112.401,NA,0.0588874,NA,NA,NA,NA
"1295",NA,NA,NA,NA,1,1987,0,3.681,NA,1165.756,NA,44.623,0.0583081,4813,0.539,0,117.051,NA,0.1227926,NA,NA,NA,NA
"1296",NA,NA,NA,NA,1,1988,0,4.299,NA,1242.378,12.922,58.413,0.1139726,4813,0.577,0,119.283,NA,0.0350762,NA,NA,NA,NA
"1297",NA,NA,NA,NA,1,1989,0,3.403,NA,1229.111,22.796,73.535,0.0630838,4813,0.565,NA,129.159,NA,0.025457,NA,NA,NA,NA
"1298",NA,NA,NA,NA,1,1987,0,0.341,0,98.259,6.131,6.907,0.0162835,5045,NA,0,98.8,NA,0,NA,NA,NA,NA
"1299",NA,NA,NA,NA,1,1988,0,0.498,0,153.705,2.11,7.742,0.0069289,5045,0.75,0,139.873,2.699,0.0531911,NA,NA,NA,NA
"1300",NA,NA,NA,NA,1,1989,0,0.629,0,215.838,1.032,10.246,0.0198899,5045,0.85,0,205.61,2.07,0.3391761,NA,NA,NA,NA
"1301",NA,NA,NA,NA,1,1984,0,NA,NA,NA,NA,NA,NA,7372,NA,NA,NA,NA,NA,NA,NA,NA,NA
