"","acq_firmyr_patent_count","acq_firmyr_fcitations10_total","acq_firmyr_complexity_mean","acq_firmyr_originality_mean","success","fyear","after","acq_emp","acq_xrd","acq_at","acq_ch","acq_ni","acq_leverage1","acq_sic","tar_emp","tar_xrd","tar_at","tar_ch","tar_leverage1","tar_firmyr_patent_count","tar_firmyr_fcitations10_total","tar_firmyr_generality_mean","tar_firmyr_originality_mean"
"7079",31,87,5.769104,0.5252971,1,2002,0,1.72,17.408,390.26,74.83,2.776,0.0296341,3089,0.903,19.685,267.189,74.085,0.0002919,14,44,0.5,0.7604722
"7080",19,33,5.627771,0.5857859,1,2003,0,1.83,17.803,417.666,80.546,1.275,0.0451725,3089,0.877,19.11,283.755,70.503,0.0002749,11,20,NA,0.5679346
"7081",15,15,5.335497,0.5486935,1,2004,0,2.248,20.128,467.046,75.484,24.77,0.0170626,3089,1.077,25.739,350.968,88.185,0.0001539,6,18,NA,0.7218065
"7082",23,329,6.390698,0.5683184,1,2000,0,1.629,82.9,266.482,64.875,-56.349,0,3861,NA,31.267,322.799,58.433,0,2,4,NA,0.375
"7083",11,115,6.53502,0.7472054,1,2001,0,1.543,86.14,215.806,45.613,-38.147,0,3861,NA,34.305,266.957,NA,0,NA,NA,NA,NA
"7084",8,60,6.340793,0.665931,1,2002,0,1.556,82.346,235.803,62.174,2.999,0,3861,0.752,31.445,259.557,80.575,0,NA,NA,NA,NA
"7085",12,32,7.159783,0.5104257,1,2003,0,1.582,85.552,348.119,102.649,40.889,0,3861,0.937,38.674,310.876,62.617,0,NA,NA,NA,NA
"7086",4,14,5.508125,0.6553209,1,2004,0,2.014,94.94,576.234,79.058,71.701,0.0008486,3861,0.888,44.529,301.744,61.299,0,NA,NA,NA,NA
"7087",NA,NA,NA,NA,1,2000,0,5.4,22.3,1232.725,14.176,6.379,0.0251727,7374,0.389,22.155,69.019,35.038,0.0257176,NA,NA,NA,NA
"7088",NA,NA,NA,NA,1,2001,0,5.08,17.8,1156.834,5.676,-31.964,0.0201187,7374,0.267,11.217,49.633,23.937,0.0374146,NA,NA,NA,NA
"7089",1,7,4.888775,0,1,2002,0,5.02,19.7,1093.246,5.491,21.767,0.0269756,7374,0.266,7.042,46.017,23.659,0.0344655,1,0,NA,0.3538462
"7090",NA,NA,NA,NA,1,2003,0,5.7,20.1,1215.784,14.355,58.344,0.0602451,7374,0.278,5.08,45.361,25.55,0.0034832,NA,NA,NA,NA
"7091",NA,NA,NA,NA,1,2000,0,10.852,NA,15300,129,719,0.0799346,4911,0,NA,0,0,NA,NA,NA,NA,NA
"7092",NA,NA,NA,NA,1,2001,0,10.992,NA,17463,82,796,0.1153296,4911,NA,NA,0.93,0.586,0,NA,NA,NA,NA
"7093",NA,NA,NA,NA,1,2002,0,11.577,NA,19790,266,488,0.1163214,4911,0.042,NA,10.989,3.4,0.048048,NA,NA,NA,NA
"7094",NA,NA,NA,NA,1,2003,0,11.5,NA,26935,129,903,0.0477817,4911,0.077,NA,38.202,14.443,0.0159154,NA,NA,NA,NA
"7095",NA,NA,NA,NA,1,2004,0,11.9,NA,28333,225,887,0.0606007,4911,0.136,NA,56.255,8.862,0,NA,NA,NA,NA
"7096",NA,NA,NA,NA,0,2000,0,4.186,NA,269.396,17.559,-57.827,0.0768534,9995,4.8,NA,192.144,2.03,0,NA,NA,NA,NA
"7097",NA,NA,NA,NA,0,2001,0,3.313,NA,237.721,41.033,-14.45,0.0420661,9995,3.8,NA,192.884,18.204,0.212563,NA,NA,NA,NA
"7098",NA,NA,NA,NA,0,2002,0,2.8,NA,193.731,59.769,-38.036,0,9995,3.2,NA,106.744,0.054,0.0030353,NA,NA,NA,NA
"7099",NA,NA,NA,NA,0,2003,0,2.665,NA,179.137,52.61,-14.948,0,9995,3,NA,101.895,4.499,0,NA,NA,NA,NA
"7100",NA,NA,NA,NA,0,2004,0,3.137,3.3,159.084,33.649,-25.172,0,9995,3.015,NA,105.677,7.889,0,NA,NA,NA,NA
"7101",NA,NA,NA,NA,0,2005,0,2.89,2.2,143.342,46.365,-46.42,0,9995,3.095,NA,102.004,0.064,0.0490177,NA,NA,NA,NA
"7102",NA,NA,NA,NA,0,2006,1,3.061,2.9,125.772,71.79,-13.438,0,9995,2.984,NA,96.231,0.179,0.0276522,NA,NA,NA,NA
"7103",NA,NA,NA,NA,0,2007,1,0.005,NA,34.837,25.182,NA,0,9995,2.471,NA,85.271,0.091,0.0186113,NA,NA,NA,NA
"7104",NA,NA,NA,NA,0,2008,1,NA,NA,16.102,15.734,NA,0,9995,1.607,NA,54.254,2.288,0.0035389,NA,NA,NA,NA
"7105",NA,NA,NA,NA,1,2000,0,3,NA,179.161,6.005,11.226,0.0696692,8711,0.65,NA,33.312,1.043,0.1616234,NA,NA,NA,NA
"7106",NA,NA,NA,NA,1,2001,0,NA,NA,217.221,7.526,15.381,0.1098697,8711,0.85,NA,71.492,12.212,0.0064203,NA,NA,NA,NA
"7107",NA,NA,NA,NA,1,2002,0,3.5,NA,297.771,29.202,20.846,0.0689322,8711,0.85,NA,82.226,20.333,0.0006324,NA,NA,NA,NA
"7108",NA,NA,NA,NA,1,2003,0,4,NA,326.575,7.343,25.07,0.0935987,8711,0.775,NA,87.536,24.277,0,NA,NA,NA,NA
"7109",NA,NA,NA,NA,1,2004,0,4.35,NA,362.1,37.89,30.19,0.0354046,8711,0.83,NA,97.969,7.819,0,NA,NA,NA,NA
"7110",48,383,5.821328,0.6523665,1,2000,0,3.007,240.682,1069.416,236.866,287.808,0,7372,1.761,128.77,785.673,116.507,0,4,129,0.6341864,0.6607143
"7111",32,194,5.795879,0.6246935,1,2001,0,3.043,224.122,930.623,218.662,205.644,0,7372,1.216,110.118,517.838,66.874,0,1,0,NA,0.8
"7112",20,111,5.660124,0.4459922,1,2002,0,3.341,251.851,1051.61,183.684,191.399,0,7372,1.085,92.742,527.423,96.831,0,NA,NA,NA,NA
"7113",14,50,5.815845,0.6298121,1,2003,0,3.515,276.98,1555.045,189.917,266.344,0,7372,1.213,93.905,683.063,92.662,0,NA,NA,NA,NA
"7114",4,13,5.698081,0.8863636,1,2004,0,3.848,311.296,1958.632,376.127,450.398,0,7372,1.445,98.41,843.881,106.854,0,NA,NA,NA,NA
"7115",5,35,6.021275,0.3296358,1,2000,0,1.023,106.131,1004.732,46.598,76.171,0.0014412,2834,0.322,56.44,272.393,49.445,0.0091779,6,13,0.6666666,0.4580902
"7116",10,52,6.696356,0.4075476,1,2001,0,1.677,171.029,1910.731,118.04,38.759,0.0022635,2834,0.376,65.921,457.707,323.877,0,1,0,NA,0.560606
"7117",12,9,6.568761,0.4952016,1,2002,0,1.847,189.179,2208.623,897.718,250.569,0.0004021,2834,0.37,81.309,359.806,154.604,0,2,2,NA,0.738456
"7118",5,27,6.098829,0.4423469,1,2003,0,1.814,215.781,2578.78,1103.286,276.051,0.0004087,2834,0.352,74.062,289.169,172.954,0,NA,NA,NA,NA
"7119",NA,NA,NA,NA,1,2004,0,1.833,196.265,2714.879,1111.477,269.007,0.0158983,2834,0.4,88.148,333.35,101.585,0,NA,NA,NA,NA
"7120",NA,NA,NA,NA,1,2000,0,3.18,NA,4307.704,14.596,339.12,0.0062678,2911,NA,NA,2469.1,290.1,0.0006075,NA,NA,NA,NA
"7121",NA,NA,NA,NA,1,2001,0,22.452,NA,14377.1,269.437,563.553,0.0351713,2911,1.862,NA,2509.8,510.1,0.0324329,NA,NA,NA,NA
"7122",NA,NA,NA,NA,1,2002,0,19.947,NA,14465.2,378.9,91.5,0.032955,2911,1.7,NA,2323,167.4,0.0064572,NA,NA,NA,NA
"7123",NA,NA,NA,NA,1,2003,0,19.621,NA,15664.2,369.2,621.5,0,2911,1.77,NA,3715.3,426.7,0.007025,NA,NA,NA,NA
"7124",NA,NA,NA,NA,1,2004,0,19.797,NA,19391.6,863.6,1803.8,0.0212257,2911,2.3,NA,5689.6,302.4,0.0068195,NA,NA,NA,NA
"7125",10,35,6.291123,0.603355,1,2000,0,35.37,31.935,5978.953,64.577,212.075,0.0968524,8090,5.096,0,584.884,29.902,0.0008138,NA,NA,NA,NA
"7126",12,30,5.56506,0.4253086,1,2001,0,37.331,35.7,6516.01,61.572,63.354,0.0419544,8090,5.562,0,652.257,27.423,0.0011131,NA,NA,NA,NA
"7127",6,2,5.892701,0.578429,1,2002,0,39.264,47.433,6779.949,64.793,289.79,0.0226193,8090,6.313,0,740.123,38.359,0.0001797,NA,NA,NA,NA
"7128",4,3,6.226614,0.769281,1,2003,0,41.097,49.687,7503.32,48.427,331.18,0.0279586,8090,6.749,0,819.873,50.295,0.000222,NA,NA,NA,NA
"7129",1,0,6.530835,0,1,2004,0,44.526,51.364,7961.541,58.966,401.998,0.0822822,8090,8.603,0,1429.585,17.931,0.0167664,NA,NA,NA,NA
"7130",NA,NA,NA,NA,1,2005,0,47.521,50.955,7983.1,85.077,454.952,0.0370957,8090,9.416,0,1662.033,2.511,0.0253894,NA,NA,NA,NA
"7131",NA,NA,NA,NA,1,2001,0,NA,NA,604.162,24.692,-4.159,0.002069,2300,5.3,NA,161.34,29.322,0,NA,NA,NA,NA
"7132",NA,NA,NA,NA,1,2002,0,NA,NA,643.349,35.562,19.253,0.009864,2300,4.65,NA,155.754,36.198,0,NA,NA,NA,NA
"7133",NA,NA,NA,NA,1,2003,0,4.214,NA,646.102,36.061,23.278,0.0051633,2300,4.69,NA,151.925,23.931,0,NA,NA,NA,NA
"7134",NA,NA,NA,NA,1,2004,0,4.364,NA,672.965,33.265,49.658,0.0010758,2300,5.1,NA,164.39,3.608,0,NA,NA,NA,NA
"7135",5,35,5.504737,0.6601841,1,2000,0,359,NA,21662,879,2934,0.02876,4210,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7136",10,141,5.759934,0.7076439,1,2001,0,371,NA,24636,858,2399,0.0210261,4210,NA,NA,968.692,9.339,4.65e-05,NA,NA,NA,NA
"7137",7,46,5.154692,0.6230046,1,2002,0,360,NA,26357,2211,3182,0.0420002,4210,NA,NA,1030.692,2.086,0.0029766,NA,NA,NA,NA
"7138",7,36,5.739312,0.7652844,1,2003,0,355,NA,28909,2951,2898,0.0233145,4210,13.684,NA,830.73,11.068,0.0162508,NA,NA,NA,NA
"7139",6,46,6.08088,0.8621037,1,2004,0,384,NA,33026,739,3333,0.0359414,4210,14.199,NA,887.4,20.774,0,NA,NA,NA,NA
"7140",4,11,5.090595,0.740935,1,2002,0,NA,87.255,2153.854,0,246.698,0,2834,0.035,2.23,5.808,2.69,0,NA,NA,NA,NA
"7141",3,12,5.347332,0.4503367,1,2003,0,14,109.72,2250.163,0,260.363,0,2834,0.038,1.567,8.772,4.099,0,NA,NA,NA,NA
"7142",2,5,4.31166,0.5260073,1,2004,0,14,119.583,2342.79,127.695,301.552,0,2834,0.045,1.813,3.196,1.569,0,NA,NA,NA,NA
"7143",28,380,5.634231,0.3383011,1,2000,0,5,128.749,1470.401,397.709,415.203,0.0065683,3674,0.259,24.848,101.219,28.94,0.1030933,NA,NA,NA,NA
"7144",41,332,5.607228,0.4063325,1,2001,0,3.69,145.146,1225.819,256.172,-46.192,0.0042812,3674,0.28,28.301,154.117,91.4,0.0027836,NA,NA,NA,NA
"7145",33,230,5.562306,0.5061001,1,2002,0,3.09,131.778,881.312,144.4,-277.896,0.0047429,3674,0.512,32.139,276.392,74.255,0.0497265,NA,NA,NA,NA
"7146",34,196,5.277763,0.5004106,1,2003,0,3.15,98.799,905.553,223.36,6.396,0.0052046,3674,0.503,35.006,315.148,118.038,0.0319183,NA,NA,NA,NA
"7147",25,80,5.748214,0.3846182,1,2004,0,2.955,105.559,902.14,188.761,13.333,0,3674,0.546,40.352,377.596,68.973,0.0002172,NA,NA,NA,NA
"7148",8,7,5.367539,0.6114025,1,2005,0,2.7,129.891,2037.691,266.173,-81.708,0,3674,0.54,46.028,407.722,55.605,1.96e-05,NA,NA,NA,NA
"7149",NA,NA,NA,NA,1,2000,0,0.055,3.844,25.761,13.244,-2.975,0,2834,0.016,5.731,16.435,5.629,0.0621235,1,1,NA,0.5454545
"7150",NA,NA,NA,NA,1,2001,0,0.11,6.629,38.59,27.868,-17.498,0,2834,0.012,5.361,13.865,7.379,0.1731699,NA,NA,NA,NA
"7151",NA,NA,NA,NA,1,2002,0,0.135,17.967,75.302,34.531,-24.742,0,2834,0.049,3.259,14.079,12.151,0.3156474,NA,NA,NA,NA
"7152",NA,NA,NA,NA,1,2003,0,0.132,23.654,90.852,62.795,-20.101,0,2834,0.057,1.822,13.297,10.442,0,NA,NA,NA,NA
"7153",NA,NA,NA,NA,1,2004,0,0.15,20.366,107.864,48.108,6.839,0,2834,0.062,5.011,17.384,7.859,0,NA,NA,NA,NA
"7154",NA,NA,NA,NA,1,2000,0,1.28,4.692,1219.055,162.879,230.85,0.0296492,4813,0.586,4.692,411.728,57.874,0.0054502,2,13,NA,0.6666666
"7155",1,6,6.64446,0.4761904,1,2001,0,1.66,2.484,1881.338,1091.071,532.359,0.0111235,4813,0.737,10.36,411.403,195.14,0.0122337,3,3,NA,0.2889187
"7156",1,1,6.592667,0.6363636,1,2002,0,2.533,1,1607.92,351.248,-303.349,0.0142793,4813,0.294,25.035,171.696,64.216,0.0619001,1,5,NA,0.6071429
"7157",NA,NA,NA,NA,1,2003,0,3.805,5.4,1732.342,99.046,-17.517,0.0160834,4813,0.243,5.4,144.646,9.35,0.0212865,NA,NA,NA,NA
"7158",NA,NA,NA,NA,1,2004,0,4.989,8.2,1874.357,142.177,-95.711,0.0116269,4813,0.252,8.2,165.257,12.408,0.0007685,NA,NA,NA,NA
"7159",NA,NA,NA,NA,1,2005,0,5.397,12,1977.59,171.959,-43.814,0.0165494,4813,0.274,12,141.83,0.941,0,NA,NA,NA,NA
"7160",9,174,5.713332,0.5835626,1,2000,0,1.6,42.95,513.128,131.203,12.753,0.0321927,3559,0.945,16.131,141.968,15.435,0,7,36,0.5555555,0.3986772
"7161",14,86,5.59331,0.7310877,1,2001,0,1.9,60.868,703.831,160.239,-29.66,0.0248838,3559,0.623,16.069,113.58,7.789,0,12,36,0.4166667,0.7355317
"7162",11,50,5.73861,0.7804054,1,2002,0,3,75.055,657.497,125.297,-719.954,1.22e-05,3559,0.575,14.67,159.471,26.752,0,9,21,NA,0.5021778
"7163",9,17,5.981514,0.6352276,1,2003,0,1.9,72.894,492.701,124.999,-185.76,0.0001989,3559,0.561,10.082,145.99,24.448,0,4,20,1,0.5866296
"7164",1,4,5.917921,0.8,1,2004,0,1.9,67.133,671.039,193.281,17.721,1.64e-05,3559,0.601,10.826,169.564,6.462,0,2,17,1,0.368421
"7165",30,364,5.656064,0.4823804,1,2000,0,60.695,254,6902,114,367,0.1434367,3630,24.36,80.057,2668.924,27.198,0.1584579,53,387,0.5440476,0.5209773
"7166",53,238,5.617853,0.5489905,1,2001,0,59.408,231,6967,316,21,0.0239701,3630,21.755,84.837,3156.151,109.37,0.0892964,75,344,0.730303,0.5172167
"7167",42,122,5.634224,0.5839304,1,2002,0,68.272,282,6631,192,-394,0.0651485,3630,20.643,110.554,3104.249,8.106,0.1204385,80,227,0.8125,0.5668671
"7168",36,186,5.48785,0.5633198,1,2003,0,68.407,325,7361,249,414,0.0379025,3630,20.64,106.931,3024.14,6.756,0.0317426,81,267,0.6666666,0.5818699
"7169",14,32,5.880636,0.4678518,1,2004,0,68.125,315,8181,243,406,0.0306808,3630,18,98.194,3020.024,164.276,0.002001,26,58,NA,0.5575572
"7170",5,12,5.736828,0.5601805,1,2005,0,65.682,339,8248,524,422,0.0601358,3630,17.8,90.989,2953.571,72.339,0.1382316,3,4,NA,0.6075702
"7171",10,24,5.394852,0.5745812,1,2000,0,0.163,9.235,65.538,27.865,-39.113,0.0315847,3663,0.232,14.379,140.877,31.094,0,2,47,0.8611112,0.6806239
"7172",22,42,5.649281,0.6690993,1,2001,0,0.079,6.44,29.692,15.875,-27.062,0.0833221,3663,0.269,29.751,134.398,16.552,0,5,25,0.8333333,0.6333333
"7173",11,31,5.486342,0.6392914,1,2002,0,0.028,4.476,14.359,7.84,-12.464,0.1014695,3663,0.433,45.956,177.423,16.535,0,1,2,NA,0.4642857
"7174",3,6,5.538133,0.7484737,1,2003,0,0.098,1.704,20.675,8.99,4.603,0.0103023,3663,0.344,24.241,120.108,19.756,0.2989892,NA,NA,NA,NA
"7175",NA,NA,NA,NA,1,2004,0,0.123,2.949,77.284,35.368,-1.346,0.037511,3663,0.353,19.095,63.607,16.003,0.2184194,NA,NA,NA,NA
"7176",NA,NA,NA,NA,1,2000,0,0.133,17.241,52.744,11.032,-19.454,0,2834,0.254,46.9,135.633,32.806,0.018292,6,25,0.4273504,0.582418
"7177",NA,NA,NA,NA,1,2001,0,0.167,36.101,97.668,40.699,-34.825,0,2834,0.289,54.272,181.841,56.784,0.0253793,12,33,0.8253968,0.5925214
"7178",NA,NA,NA,NA,1,2002,0,0.161,32.214,80.774,52.933,-36.064,0,2834,0.235,46.103,121.086,14.777,0.0264275,8,44,0.718254,0.7039034
"7179",NA,NA,NA,NA,1,2003,0,0.225,50.121,204.519,116.57,-61.908,0,2834,0.266,41.717,221.323,29.939,0.0153351,2,3,NA,0.7342342
"7180",NA,NA,NA,NA,1,2004,0,0.282,145.742,436.335,10.098,-85.723,0,2834,0.289,60.535,237.135,61.889,0.0122968,2,1,NA,0.7473577
"7181",NA,NA,NA,NA,1,2000,0,5.346,NA,2276.644,53.204,-9.126,0,6411,0.295,NA,297.101,50.057,0,NA,NA,NA,NA
"7182",NA,NA,NA,NA,1,2001,0,5.765,NA,2500.245,177.715,124.7,0,6411,0.525,NA,396.016,32.758,0,NA,NA,NA,NA
"7183",1,21,5.751622,0.7142857,1,2002,0,7.561,NA,3206.992,190.654,202.836,0.0010134,6411,0.715,NA,484.862,37.031,0,NA,NA,NA,NA
"7184",NA,NA,NA,NA,1,2003,0,8.575,NA,3409.174,396.04,249.6,0,6411,0.81,NA,514.009,45.719,0,NA,NA,NA,NA
"7185",NA,NA,NA,NA,1,2004,0,10.828,NA,3600.086,166.054,278.207,0.0061265,6411,1.38,NA,669.393,43.465,0.0601889,NA,NA,NA,NA
"7186",2,12,6.716257,0.8666667,1,2003,0,0.771,32.225,111.271,2.008,-56.194,0.0371436,3572,0.096,2.766,15.22,0.203,0.5149146,NA,NA,NA,NA
"7187",NA,NA,NA,NA,1,2004,0,1.148,56.24,205.242,63.495,-135.169,0.0292338,3572,0.076,3.413,8.798,1.272,1.043192,NA,NA,NA,NA
"7188",NA,NA,NA,NA,1,2001,0,NA,NA,NA,NA,NA,NA,7372,0.696,40.992,465.855,202.94,0.001069,NA,NA,NA,NA
"7189",NA,NA,NA,NA,1,2002,0,NA,NA,NA,NA,NA,NA,7372,0.524,34.143,403.267,93.435,0.0003868,NA,NA,NA,NA
"7190",NA,NA,NA,NA,1,2003,0,3.371,41.9,762,65.1,52.3,0.0006562,7372,0.428,31.471,376.999,30.468,0,NA,NA,NA,NA
"7191",NA,NA,NA,NA,1,2004,0,3.702,95.2,841,106.1,18.8,0.0032105,7372,0.407,25.456,354.219,18.08,0,NA,NA,NA,NA
"7192",7,53,4.97289,0.3852545,1,2000,0,0.485,103.836,629.54,136.012,-97.403,0.0016171,2834,0.108,19.719,66.712,48.81,0,4,98,0.4795635,0.61435
"7193",10,54,5.662762,0.6733487,1,2001,0,0.694,285.911,667.241,30.814,-250.008,0.0012095,2834,0.14,21.698,43.468,15.714,0,9,138,0.5079365,0.7968466
"7194",16,72,6.335881,0.7017551,1,2002,0,0.68,157.383,606.638,34.879,-107.468,0.0016616,2834,0.08,17.4,19.194,3.266,0,3,63,0.4666666,0.6048937
"7195",11,23,6.33622,0.7384031,1,2003,0,0.668,131.528,616.788,64.05,-65.89,0.0026411,2834,0.066,11.5,9.576,0.762,0.1551796,6,32,0.1333333,0.4266639
"7196",2,4,8.14171,0.7423077,1,2004,0,0.662,133.523,744.921,32.064,-101.886,0.0020767,2834,0.074,11.185,25.755,16.883,0,2,12,NA,0.8107277
"7197",NA,NA,NA,NA,1,2000,0,105,404,9428,275.6,472.4,0.053829,2531,24.6,46.9,2774.211,26.425,0.0231662,14,86,0.8513889,0.7271858
"7198",NA,NA,NA,NA,1,2001,0,112,341,9911.5,374.6,478.3,0.0428997,2531,23.6,46.2,2572.509,39.434,0.0142289,23,123,0.7583333,0.64531
"7199",NA,NA,NA,NA,1,2002,0,111,439,11165.3,262,600.5,0.0130046,2531,22.8,42.2,2506.122,92.94,0.0130516,15,24,NA,0.6587465
"7200",1,1,4.750277,0.8586957,1,2003,0,118,484,13127.3,136.1,682.9,0.0440532,2531,22.3,42.3,2673.135,49.65,0.0115052,18,25,NA,0.6483634
"7201",NA,NA,NA,NA,1,2004,0,123,515,15090.8,169.5,817.5,0.0689228,2531,23.2,47.7,3010.415,42.881,0.0064905,11,27,NA,0.6689543
"7202",NA,NA,NA,NA,1,2003,0,NA,NA,NA,NA,NA,NA,2834,0.096,42.528,107.347,32.861,0.0116072,1,3,NA,0.6666666
"7203",NA,NA,NA,NA,1,2004,0,NA,1.784,2.627,1.253,-7.608,0.3110012,2834,0.055,37.923,64.185,10.658,0.0166861,NA,NA,NA,NA
"7204",NA,NA,NA,NA,1,2005,0,0.035,1.846,2.747,0.403,-7.215,4.203495,2834,0.032,17.789,30.882,7.56,0.0081925,NA,NA,NA,NA
"7205",19,61,5.654045,0.5170826,1,2000,0,38.166,112.07,24315.41,2716.397,1745.453,0.0579824,3350,0.046,NA,442.704,63.91,0,NA,NA,NA,NA
"7206",27,59,5.727166,0.572385,1,2001,0,35.611,88.717,22058.98,3025.724,879.586,0.0526672,3350,0.053,NA,587.316,14.061,0,NA,NA,NA,NA
"7207",17,20,6.006442,0.4274458,1,2002,0,49.662,117.477,29868.25,859.82,1263.423,0.044708,3350,0.065,NA,842.715,32.543,0,NA,NA,NA,NA
"7208",3,4,6.59789,0.7037036,1,2003,0,42.911,127.513,32797.63,2287.579,1645.365,0.0311533,3350,0.071,NA,990.582,15.315,0,NA,NA,NA,NA
"7209",1,4,5.509637,0.7904762,1,2004,0,34.6,125.012,32937.95,2363.062,2065.993,0.0217386,3350,0.078,NA,1150.931,21.83,0,NA,NA,NA,NA
"7210",NA,NA,NA,NA,1,2000,0,0.484,19.503,68.111,11.833,-62.791,0.0236819,7372,0.201,8.642,75.064,42.015,0.0064212,NA,NA,NA,NA
"7211",5,519,5.228172,0.5935469,1,2001,0,0.333,16.827,48.688,9.523,-25.467,0.0283643,7372,0.294,14.875,70.977,25.424,0.0220212,NA,NA,NA,NA
"7212",NA,NA,NA,NA,1,2002,0,0.285,11.817,40.836,17.566,-17.207,0.0165295,7372,0.268,12.113,51.424,25.891,0.0389118,NA,NA,NA,NA
"7213",NA,NA,NA,NA,1,2003,0,0.258,9.972,31.741,16.628,-12.683,0.1339592,7372,0.258,11.513,46.028,13.357,0.037173,NA,NA,NA,NA
"7214",NA,NA,NA,NA,1,2004,0,0.334,9.349,54.299,15.408,-3.416,0.0423581,7372,0.208,10.029,37.228,11.779,0.0281777,NA,NA,NA,NA
"7215",NA,NA,NA,NA,1,2005,0,0.516,14.867,107.034,23.029,-6.931,0.0217688,7372,NA,8.757,36.547,NA,0.0193997,NA,NA,NA,NA
"7216",11,17,5.868348,0.3928571,1,2000,0,8.791,16,19414,97,1570,0.0133924,1311,0.698,NA,1338.397,19.506,0,NA,NA,NA,NA
"7217",5,2,5.659701,0.5958974,1,2001,0,8.235,8,17850,199,1154,0.0030252,1311,0.77,NA,2096.788,15.454,0.0082603,NA,NA,NA,NA
"7218",2,0,6.125611,0.8277777,1,2002,0,7.244,7,16548,146,989,0.0124486,1311,0.531,NA,1775.804,9.259,0.0026647,NA,NA,NA,NA
"7219",4,5,5.512875,0.7359127,1,2003,0,7.133,NA,18168,683,1527,0.0261999,1311,0.7,NA,1446.838,54.88,0,NA,NA,NA,NA
"7220",NA,NA,NA,NA,1,2004,0,7.209,NA,21391,1449,2568,0.0214576,1311,0.685,NA,1644.892,124.221,0,NA,NA,NA,NA
"7221",4,17,5.891612,0.1947817,1,2000,0,0.121,3.563,10.718,0.681,0.235,0,3845,0.134,3.705,20.123,5.619,0.0068081,NA,NA,NA,NA
"7222",4,7,5.61225,0.4255952,1,2001,0,0.146,4.402,64.935,30.351,-3.883,0,3845,0.132,3.337,22.942,6.385,0,NA,NA,NA,NA
"7223",1,2,4.455338,0.8161764,1,2002,0,0.127,4.885,59.34,17.768,-7.452,0,3845,0.128,4.884,25.19,10.678,0,NA,NA,NA,NA
"7224",NA,NA,NA,NA,1,2003,0,0.13,3.843,57.02,9.435,-2.744,0,3845,0.121,5.169,27.194,12.75,0,1,0,NA,0.9356725
"7225",NA,NA,NA,NA,1,2004,0,0.119,4.142,59.257,16.239,-2.407,0,3845,0.13,4.304,30.207,14.866,0,NA,NA,NA,NA
"7226",NA,NA,NA,NA,1,2000,0,0.652,NA,1067.074,10.184,53.795,0.0159726,3312,1.811,NA,339.679,15.068,0.0442653,NA,NA,NA,NA
"7227",NA,NA,NA,NA,1,2001,0,0.676,NA,1180.098,78.241,3.144,0.0390078,3312,1.573,NA,316.887,26.107,0.0474617,NA,NA,NA,NA
"7228",NA,NA,NA,NA,1,2002,0,0.869,NA,1275.696,24.218,77.877,0.0091229,3312,1.53,NA,289.718,12.051,0.0519229,NA,NA,NA,NA
"7229",NA,NA,NA,NA,1,2003,0,1.397,NA,1448.439,NA,47.148,0.0110381,3312,1.496,NA,270.867,13.422,0.0279141,NA,NA,NA,NA
"7230",NA,NA,NA,NA,1,2004,0,1.645,NA,1733.619,16.334,295.314,0.0039074,3312,1.665,NA,318.971,0.869,0.0338495,NA,NA,NA,NA
"7231",NA,NA,NA,NA,1,2005,0,1.795,NA,1757.687,65.518,221.785,0.0012266,3312,1.601,NA,333.41,17.7,0.0648061,NA,NA,NA,NA
"7232",1,1,5.284166,0.9999999,1,2000,0,2.465,13.706,210.745,30.46,8.207,0.0107571,3674,0.231,1.097,57.313,25.326,0.0017623,NA,NA,NA,NA
"7233",5,46,5.729805,0.7687457,1,2001,0,2.429,16.122,240.171,24.808,17.289,0.0555396,3674,0.197,1.81,58.075,16.102,0.001257,2,24,0.6428571,0.374269
"7234",6,31,5.661343,0.5603225,1,2002,0,1.886,23.651,216.768,23.06,-4.709,0.0014347,3674,0.278,5.966,76.948,6.708,0,1,0,NA,0.1538461
"7235",17,221,5.633284,0.6799114,1,2003,0,1.497,19.368,205.643,29.353,-11.472,0.0010212,3674,0.276,3.001,74.503,11.564,0,1,0,NA,0.4
"7236",3,25,5.679954,0.537634,1,2004,0,1.585,20.01,232.998,45.118,5.636,0.0022275,3674,0.277,3.974,78.482,4.149,0,NA,NA,NA,NA
"7237",4,46,5.485195,0.6832262,1,2005,0,1.443,18.937,300.581,98.149,29.223,0.0014006,3674,0.286,9.811,75.667,2.127,0,NA,NA,NA,NA
"7238",NA,NA,NA,NA,1,2000,0,0.589,NA,58.737,22.266,-10.756,0.0051075,5045,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7239",NA,NA,NA,NA,1,2001,0,0.62,NA,51.593,10.751,-0.565,0.0192856,5045,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7240",NA,NA,NA,NA,1,2002,0,0.55,NA,107.026,8.595,-11.4,0.5686749,5045,NA,NA,24.765,0,0.9051484,NA,NA,NA,NA
"7241",NA,NA,NA,NA,1,2003,0,0.618,NA,108.359,14.743,-3.746,0.5268136,5045,NA,NA,39.476,0,0.7770798,NA,NA,NA,NA
"7242",NA,NA,NA,NA,1,2004,0,0.881,NA,130.327,13.592,0.226,0.1465391,5045,0.093,NA,26.514,8.79,0,NA,NA,NA,NA
