"sale","emp","RandD","lt","at","ch","ebit","ni","ppegt","xad","xopr","xrd"
576.857,2.132,NA,743.212,2134.382,27.423,63.949,54.813,302.785,NA,494.363,NA
1018.233,2.424,NA,2003.377,3568.04,231.583,245.881,162.378,323.091,NA,742.466,NA
1240.927,2.229,NA,2671.618,4427.725,288.436,174.927,117.696,330.129,NA,1020.199,NA
4011.852,5.6,NA,5882.336,7697.017,18.021,721.024,241.669,9506.969,NA,3042.895,NA
10378.931,5.6,NA,8353.592,11167.552,37.98,960.101,422.812,11086.883,NA,9117.294,NA
2988.487,5.4,NA,8572.931,10600.279,204.231,-499.14,-627.653,11357.125,NA,3179.075,NA
2472.432,5.148,NA,8568.58,10171.896,528.612,-169.986,-349.942,11831.394,NA,2315.483,NA
2756.121,5.1,NA,7595.706,9045.14,189.482,506.104,-305.561,10644.3,NA,1950.592,NA
392.608,2.5,3.236401,237.924,473.022,10.539,27.372,12.053,104.66,NA,344.061,25.442
394.601,2.7,3.261399,253.312,511.956,16.368,9.801,-1.823,116.119,NA,363.586,26.086
416.975,2.3,3.259288,205.329,530.038,48.42,20.607,3.395,127.742,NA,384.376,26.031
72.516,0.613,1.993339,18.266,80.808,2.712,3.822,3.955,25.862,NA,66.175,7.34
60.491,0.51,2.080066,10.157,66.472,4.45,-3.337,-4.084,26.6,0.441,60.853,8.005
67.74,0.49,2.051942,17.057,73.363,4.515,3.107,2.685,27.328,0.334,61.831,7.783
60.788,0.45,2.17316,15.585,71.95,5.908,0.918,1.397,28.283,0.278,57.351,8.786
80.171,0.505,2.635336,18.543,78.473,8.95,6.145,4.709,30.977,0.46,71.545,13.948
25023,125,6.706862,15468,25175,1196,3629,1659,12460,NA,20399,818
23652,115,6.723833,15056,24226,1393,2748,-99,11681,NA,20181,832
22274,108,6.629363,18634,27559,2021,2508,-220,11157,NA,19036,757
23103,108,6.621406,18615,29344,2950,2194,1324,11745,NA,20248,751
25601,109,6.821107,19810,31062,3586,2346,1281,11662,NA,22605,917
4.552,0.078,NA,68.772,2.128,0.358,-0.176,-0.189,2.851,NA,4.578,NA
4.796,0.045,NA,11.215,12.465,0.152,-1.433,-4.577,4.91,0.031,5.205,NA
17.99,0.143,NA,26.864,34.778,0.146,-0.712,-3.969,19.464,0.097,16.374,NA
32.724,0.195,NA,39.472,53.662,1.299,2.526,2.927,33.615,0.041,27.618,NA
47.726,0.261,NA,40.66,80.192,7.344,4.227,0.888,42.93,NA,40.015,NA
7067,27.257,NA,7085.2,12182,67.2,1692.9,1928.8,12113.4,265.9,4446.3,NA
7598.9,23.955,NA,7041.9,12609,85.3,1756.9,1067,13082,260.8,4759.8,NA
7983.4,25.348,NA,10390,16389.1,155.5,1944.7,924.3,14768.1,144.1,4950.3,NA
7979.9,19.986,NA,9637.9,16661.1,657.8,1917,1330.1,14909.9,200.3,4815.2,NA
8246.1,18.598,NA,9474.1,16603.7,484.9,1972.5,1046.2,15836.3,202.5,4973.9,NA
18.738,NA,NA,3.508,31.029,4.398,1.43,1.499,9.287,NA,15.749,NA
20.398,NA,NA,3.594,29.126,5.561,1.383,-1.938,10.01,NA,17.475,NA
271.568,1.12,3.584241,37.841,337.019,68.802,42.446,33.373,192.443,NA,213.112,36.026
126.502,0.935,3.727571,23.957,316.119,62.413,-26.176,-18.286,229.946,NA,131.674,41.578
457.769,4,5.288787,331.936,1346.912,53.358,-61.216,-236.064,449.482,NA,458.412,198.103
617.789,3.8,5.022314,417.493,1090.668,161.506,1.251,-451.416,354.036,NA,575.211,151.762
784.023,4.2,5.028036,417.183,1168.806,203.539,60.018,22.412,404.794,NA,685.89,152.633
2049.048,5.9,NA,1968.912,2093.746,22.553,154.338,-11.248,658.716,NA,1831.34,NA
1747.302,5.3,NA,1861.235,1952.151,52.534,96.269,-30.984,667.738,NA,1583.42,NA
1402.42,1.3,2.140066,1012.236,183.121,8.139,27.324,-874.601,16.478,2.4,1333.826,8.5
330.484,0.62,1.526056,83.58,107.788,0.465,-10.612,834.776,21.197,0.3,339.991,4.6
315.894,0.54,NA,101.029,132.787,0.611,-5.389,13.44,18.377,0.2,320.137,NA
14.197,0.198,-0.3119748,5.663,19.644,4.097,-9.78,-7.555,3.992,2.14,22.641,0.732
164.899,NA,NA,136.593,279.942,0.213,55.791,18.91,501.235,NA,79.512,NA
167.812,NA,NA,122.286,268.731,0.263,62.023,22.317,519.732,NA,75.229,NA
166.86,NA,NA,111.551,261.076,0.493,63.205,23.862,528.298,NA,72.096,NA
22936,142,5.267858,18755,31691,315,3085,1484,22600,NA,18644,194
22859,129,5.313206,16428,28355,512,2270,908,22536,NA,19336,203
20263,127,5.365976,18590,29810,344,1547,420,23120,NA,17608,214
21504,120,5.267858,18296,31711,576,1683,938,24797,NA,18627,194
23478,119,5.204007,17893,32609,457,2185,1310,25865,NA,20089,182
988.5,2.442,4.375757,1358.2,2921.6,867,268.1,223.3,600.1,47.3,683.5,79.5
26.104,0.609,NA,6.824,12.142,3.576,1.134,-0.025,5.898,0.636,23.766,0
23.047,0.22,NA,6.148,11.632,1.048,0.779,0.561,8.619,0.101,20.628,NA
17.496,0.23,NA,6.675,10.105,2.583,-1.634,-2.111,8.625,0.062,17.332,NA
21.396,0.651,NA,5.113,16.01,6.568,-0.903,-1.465,9.841,0.082,20.82,NA
31.786,0.836,-1.231001,7.038,16.226,5.699,-0.879,-1.798,11.411,0.163,30.884,0.292
34.91,0.338,NA,16.443,25.618,0.979,2.151,0.49,34.36,1.786,23.498,NA
35.913,0.351,NA,15.338,24.312,1.119,1.219,-0.126,35.321,1.443,24.988,NA
33.534,0.323,NA,13.18,21.304,0.506,0.435,-0.742,31.79,1.131,24.596,NA
35.507,0.325,NA,11.683,20.002,0.306,0.755,0.048,31.191,1.649,26.403,NA
37.916,0.332,NA,10.657,19.376,0.693,1.175,0.366,31.52,1.726,28.022,NA
0.038,0,NA,0.065,5.051,0.005,-0.13,-0.067,5.202,NA,0.154,0
0.068,0,NA,0.016,5.062,0.015,-0.095,-0.043,5.209,NA,0.152,0
0,0,NA,0.003,5.007,0.001,-0.129,-0.047,5.006,NA,0.129,0
0,0,NA,0,5.007,0.001,-0.129,-0.129,5.006,NA,0.129,0
0,0,NA,0,5.007,0.001,-0.109,-0.109,5.006,NA,0.109,0
610.655,4.53,NA,324.432,480.386,3.062,22.278,4.347,396.04,NA,555.378,NA
529.373,4,NA,343.178,458.69,14.981,-4.816,-37.131,445.44,NA,500.287,NA
576.16,4.04,NA,358.865,450.21,19.158,-6.134,-21.085,473.324,NA,545.99,NA
423.92,2.315,NA,272.259,230.324,5.697,13.271,-109.681,356.408,NA,386.487,NA
11993,9.891,NA,6391,10274,312,1550,1023,11898,NA,9729,NA
13413,10.838,NA,10462,15369,37,1479,914,16627,NA,10967,NA
11932,11.662,NA,9013,13262,197,1192,-218,16149,NA,9420,NA
14311,11.481,NA,8643,13983,518,958,643,16100,NA,12235,NA
16733,11.119,NA,10715,16312,877,1406,977,17632,NA,14280,NA
2344.354,14.146,NA,901.442,1568.515,144.138,3.363,7.679,1217.171,26.3,2145.751,NA
2065.913,13.229,NA,1048.566,1570.909,156.865,-276.233,-147.871,1390.699,13.8,2142.263,NA
2047.116,13.755,NA,1370.775,1438.953,335.75,-141.05,-387.909,1200.825,10.6,2002.692,NA
2254.497,12.969,NA,1488.396,1626.912,403.082,47.251,57.42,1177.729,9,2035.975,NA
2338.957,13.288,NA,1438.817,1475.264,149.091,-54.003,-89.023,1281.277,8.3,2253.016,NA
18117,NA,NA,16726,23161,86,1244,778,25469,218,15805,NA
17484,NA,NA,24998,30477,117,-1853,-1562,26760,199,18080,NA
15871,NA,NA,26703,27650,100,-2698,-3495,26179,160,17360,NA
17403,NA,NA,26126,26471,118,-1037,-1318,25661,149,17227,NA
18608,NA,NA,25567,25462,117,-411,-821,25817,146,17895,NA
1813.638,17.421,NA,2768.698,3384.064,NA,111.771,12.965,2530.827,36.212,1593.628,NA
2058.506,16.656,NA,3274.349,3773.455,NA,111.82,2.721,3126.085,37.807,1817.92,NA
2132.387,16.636,NA,3478.218,3805.666,NA,109.21,-24.986,3244.516,39.9,1875.163,NA
2167.495,17.23,NA,2871.759,3375.605,NA,174.951,-2.852,2783.645,32.7,1847.67,NA
2008.121,18.3,NA,2530.783,3103.622,NA,166.996,89.424,2631.659,32.9,1720.022,NA
422.531,3.04,1.702199,270.696,364.402,16.859,17.951,5.333,304.923,NA,388.86,5.486
417.351,2.85,1.597365,283.564,372.764,16.804,14.222,2.816,324.099,NA,386.143,4.94
445.096,3,1.63022,313.524,361.87,20.161,12.77,-16.655,336.357,NA,415.364,5.105
419.928,2.7,1.561298,285.754,319.396,3.959,5.139,-14.158,343.778,NA,397.375,4.765
433.869,1.6,1.76456,316.59,355.285,34.691,11.809,1.953,350.125,NA,405.066,5.839
5491.8,27.8,4.016383,3628.2,5764.1,20.9,754.2,-137.7,2275.1,378.4,4500.9,55.5
5318.3,24.998,3.994524,2807.4,5300.9,48.7,704.1,386,2261.9,430.2,4395.5,54.3
5366.6,28.592,4.023564,3110.1,5822.2,15.4,842.4,525.6,2397.4,421.5,4345.5,55.9
5912.5,30.988,4.062166,4355.9,7444.9,104.6,963.2,579.2,2720.4,470.5,4756.7,58.1
5845.5,27.476,4.229749,4394.9,7883.6,85.1,1045.3,783.8,2244.1,512,4579.2,68.7
1807.557,60,NA,319.276,641.985,2,76.013,44.343,106.487,NA,1708.02,NA
1950.038,60,NA,321.923,683.1,3.052,55.547,32.826,108.887,NA,1868.163,NA
2181.932,62,NA,318.269,704.939,19.427,60.355,46.728,106.788,NA,2106.395,NA
2262.476,64,NA,351.947,795.983,110.947,58.91,90.458,104.742,NA,2188.737,NA
2416.223,70,NA,400.363,842.524,63.369,64.578,30.473,111.65,NA,2333.978,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.721,NA,NA,74.96,92.837,0.258,-1.256,-22.669,2.896,NA,13.161,NA
15.663,NA,NA,96.69,113.324,1.343,1.677,-1.243,2.24,NA,13.216,NA
4.186,NA,NA,0.667,1.218,1.087,-0.121,-6.84,0.104,NA,4.235,NA
731.432,2.02,NA,490.389,739.719,70.124,36.311,17.42,859.339,NA,657.559,NA
866.362,1.942,NA,385.785,641.445,5.902,34.653,18.915,873.395,NA,791.282,NA
775.288,1.28,NA,354.026,622.693,0.022,35.133,24.598,885.579,NA,699.766,NA
829.246,1.203,NA,495.636,809.751,0.859,36.518,23.285,1175.948,NA,744.374,NA
1033.088,2.18,NA,471.538,822.326,0.184,55.895,34.231,1198.37,NA,925.593,NA
41.958,0.3,NA,39.766,65.75,4.122,3.461,4.697,41.885,NA,37.058,NA
56.016,0.279,NA,60.408,86.824,4.476,0.234,0.802,61.103,NA,50.752,NA
46.789,0.199,NA,41.177,87.125,0.135,8.935,18.771,49.702,NA,32.99,NA
57.047,0.182,NA,30.275,66.626,6.674,9.749,-8.592,56.343,NA,41.303,NA
54.167,0.178,NA,25.622,77.233,2.16,12.717,23.41,57.692,NA,36.545,NA
13694,26.376,NA,46333,54548,437,2026,370,38088,NA,10606,NA
61257,27.726,NA,38146,47281,333,2395,981,40709,NA,57479,NA
14536,22.083,NA,26773,34741,1213,1263,-508,37857,NA,11896,NA
14545,22.075,NA,28809,36744,1182,2282,119,36033,NA,10964,NA
14057,19.893,NA,26087,34663,420,1991,1095,37286,NA,10766,NA
0.802,0.076,0.2287279,1.682,20.599,2.01,-10.364,4.518,1.265,0.438,10.67,1.257
0.247,0.022,0.7251302,4.884,30.628,15.405,-15.927,13.839,0.788,1.101,15.586,2.065
0.715,0.01,-0.6273594,4.354,20.62,13.092,-8.162,-9.478,0.445,0.832,8.388,0.534
0.082,0.005,-1.298283,3.706,16.645,9.517,-3.572,-3.327,0.321,0,3.413,0.273
0.039,0,NA,3.441,14.042,9.879,-2.754,-2.555,0,NA,2.758,0
0.589,0.006,NA,0.822,19.785,7.307,-3.551,-3.852,5.349,0.19,4.056,NA
0,0.006,NA,0.333,18.2,11.565,-2.358,-1.007,3.88,NA,2.332,NA
0,0.001,NA,0.189,16.024,9.345,-2.61,-2.138,3.544,NA,2.587,NA
0.576,0.015,NA,1.425,17.992,8.454,-1.881,-0.915,NA,NA,2.418,NA
17.766,NA,NA,16.901,30.17,1.944,-7.985,-4.017,11.502,1.458,23.044,NA
25273,88.85,NA,142739,154423,8487,4060,2810,4725,NA,21213,NA
24985,84.417,NA,139063,151100,7222,3391,1311,5318,NA,21594,NA
24649,75.459,NA,143392,157253,10288,3872,2671,5582,NA,20777,NA
26578,78.236,NA,159678,175001,5726,4364,2987,6275,NA,21538,NA
29907,77.5,NA,176618,192638,9907,5090,3445,6380,NA,24059,NA
2601,0.028,NA,26174,28326,NA,1895,286,0,NA,706,NA
2842,0.027,NA,24342,26542,NA,1875,277,0,NA,967,NA
2153,0.026,NA,25350,27665,NA,1262,228,0,NA,891,NA
1987,0.025,NA,29199,31949,NA,1247,260,0,NA,740,NA
1832,0.025,NA,33267,36260,NA,1172,234,0,NA,660,NA
9720,5.278,NA,32538,37232,609,1031,687,656,100,8656,NA
9598,5.457,NA,32435,37860,852,1100,687,641,105,8461,NA
10257,5.797,NA,38664,45058,1379,1279,821,705,105,8918,NA
11447,6.186,NA,44318,50964,1052,1247,795,777,120,10141,NA
13275,6.531,NA,51753,59326,3813,1850,1299,775,134,11365,NA
26.827,NA,NA,208.526,230.512,1.479,11.218,-1.64,0,NA,15.609,NA
24.228,NA,NA,179.615,202.322,2.927,9.782,0.721,0,NA,14.446,NA
19.326,NA,NA,157.412,175.116,3.74,7.427,2.497,0,NA,11.899,NA
14.341,NA,NA,126.315,142.516,0,4.426,1.497,0,NA,9.915,NA
12.487,NA,NA,152.132,169.804,0.642,4.804,1.471,7.309,NA,6.39,NA
11063,15.9,NA,112274,120094,0,2908,1003,NA,NA,8155,NA
2518.814,38.7,NA,1664.884,2712.074,51.691,170.798,-113.814,1086.094,61.61,2249.959,NA
2436.847,37.6,NA,1712.576,2614.995,100.979,211.481,-122.31,1034.211,57.049,2141.058,NA
1995.86,32.6,NA,1506.656,2584.12,208.463,253.075,121.106,1049.689,52.399,1677.975,NA
2008.943,30.8,NA,1216.473,2484.013,285.45,196.245,104.67,1019.478,55.803,1748.629,NA
1902.727,26.9,NA,1148.848,2535.628,250.267,141.994,95.279,991.757,50.587,1703.688,NA
13262.754,48.036,7.431234,18274.373,21092.466,2644.306,3272.899,-2370.687,7578.233,NA,9454.806,1687.889
14128.514,52.289,7.533522,18895.349,22967.922,1744.734,3690.774,2285.294,8944.451,NA,9830.011,1869.679
14584.035,52.762,7.640215,17839.037,25994.949,2943.604,3574.95,4447.205,9834.985,NA,10524.385,2080.191
15850.632,52.385,7.646608,21737.541,31031.922,6069.794,3911.839,2051.192,11686.252,NA,11400.91,2093.533
17358.028,51.401,7.808165,23781.801,33629.704,4743.57,4295.858,1233.997,13077.351,557.6,12439.771,2460.61
45972,61,NA,264146,306577,256,11340,5636,27727,NA,33456,NA
62402,81,NA,437121,492982,698,14834,5363,34567,NA,46131,NA
67482,80,NA,498393,561229,1165,11841,5519,40402,NA,53988,NA
81303,86,NA,603590,678346,922,18452,9274,46054,NA,60986,NA
96831,92,NA,716442,801145,2009,18440,9839,49362,NA,76356,NA
170.302,NA,NA,103.239,240.952,0.969,14.431,19.279,201.333,2.556,148.8,NA
107.667,3.11,NA,95.738,241.172,0.815,4.705,7.896,207.949,0.2,96.296,NA
104.016,3.754,NA,91.555,240.113,1.246,8.318,8.549,212.371,0,89.599,NA
106.362,3.857,NA,146.143,286.611,36.295,10.653,13.732,218.092,0.199,89.501,NA
111.129,3.495,NA,135.115,267.523,1.798,12.412,14.438,224.272,NA,92.164,NA
37.662,0.144,-2.375156,3.859,15.583,3.696,4.597,2.949,10.77,0.274,32.269,0.093
39.627,0.198,-2.396896,15.181,29.735,4.579,4.878,3.06,15.713,0.215,33.793,0.091
40.671,0.161,-1.7487,13.16,25.035,2.002,4.922,3.023,15.557,0.333,34.775,0.174
39.256,0.154,-0.8416472,11.711,25.873,3.598,3.807,2.147,16.095,0.239,34.556,0.431
49.023,0.149,-1.877317,12.075,28.862,5.781,5.893,2.703,15.739,0.253,42.423,0.153
1279.3,8.5,3.250375,285.5,645.9,43.2,110.2,43.8,100.2,NA,1159.8,25.8
1183.3,7,1.88707,223.7,600.2,53.3,86.6,15.9,77.7,NA,1088,6.6
986.695,6.3,2.989714,202.471,622.496,136.191,64.233,28.206,69.269,NA,877.693,19.88
961.62,6.5,2.567945,201.5,611.534,62.338,35.534,-26.296,72.188,NA,919.234,13.039
0,NA,NA,0.035,3.29,3.251,-0.647,-0.503,0.013,NA,0.513,NA
0,NA,NA,0.021,3.072,2.95,-0.357,-0.205,0.003,NA,0.355,NA
0,NA,NA,0.073,2.938,2.903,-0.195,-0.185,0.003,NA,0.194,NA
0,NA,NA,0.067,2.79,2.703,-0.169,-0.143,0,NA,0.169,NA
0,NA,NA,0.019,2.433,2.395,-0.208,-0.366,0,NA,0.208,NA
1.805,0.009,NA,3.712,9.35,0.03,-0.603,-0.626,3.459,0.037,2.216,0
1.22,0.013,NA,4.238,8.736,0.008,-1.008,-1.336,3.443,0.031,2.017,0
1.247,0.012,NA,4.695,9.178,0.012,-0.822,-0.736,3.33,0.225,1.865,0
1.323,0.009,NA,5.329,9.19,0.002,-0.692,-0.621,3.393,0.182,1.817,0
1.139,0.013,NA,6.397,9.391,0.06,-0.672,-0.867,3.274,0.218,1.631,0
10.751,0.155,-2.36446,5.394,15.134,0.537,-0.375,-0.53,14.161,NA,9.388,0.094
13.947,0.183,-2.137071,4.377,14.431,0.819,0.443,0.11,14.718,NA,11.48,0.118
14.792,0.194,-1.127012,4.241,16.981,0.863,0.083,0.156,15.735,NA,12.615,0.324
16.568,0.234,-1.703749,4.03,17.937,2.192,0.717,0.571,17.02,NA,13.317,0.182
19.128,0.248,-1.883875,4.361,19.639,3.187,0.51,0.411,19.369,NA,15.547,0.152
1834.481,NA,NA,6246.73,9270.387,156.785,203.893,140.174,NA,NA,1609.024,NA
2134.381,NA,NA,8319.546,11258.137,188.043,111.173,64.931,NA,NA,1994.892,NA
2241.343,NA,NA,9256.461,12139.172,195.916,34.894,16.855,NA,NA,2179.828,NA
2684.506,NA,NA,12020.664,15140.234,103.615,267.398,182.165,NA,NA,2391.266,NA
2879.336,NA,NA,13278.999,16570.827,112.558,368.667,255.593,NA,NA,2475.7,NA
0,0,NA,0,0.093,0.093,0,-0.008,0,0,0,0
0,0,NA,0,0.087,0.087,0,-0.006,0,0,0,0
0,0,NA,0.014,0.084,0.084,0,-0.017,0,0,0,0
0,0,NA,0,0.066,0.066,0,-0.005,0,0,0,0
67.369,0.211,NA,54.412,117.59,30.128,12.854,13.731,14.458,NA,45.584,NA
63.089,0.206,NA,52.518,123.042,51.471,14.853,7.726,15.303,NA,41.933,NA
73.588,0.215,NA,52.765,131.971,65.826,16.283,8.642,17.096,NA,50.921,NA
68.866,0.2,NA,13.282,101.685,27.14,17.037,9.36,20.611,NA,46.035,NA
59.489,0.2,NA,15.828,100.628,23.777,-0.25,-0.397,30.269,NA,54.002,NA
19.902,0.123,NA,12.692,29.426,2.988,-1.094,-1.402,3.381,NA,20.422,NA
23.12,0.124,NA,9.628,22.419,3.851,1.707,-0.578,2.221,NA,21.101,NA
26.392,0.107,NA,7.446,24.981,6.691,2.59,3.411,2.351,NA,23.614,NA
30.449,0.107,NA,6.532,25.638,8.989,3.955,2.799,2.338,NA,26.288,NA
32.021,0.109,NA,6.229,30.443,9.673,5.288,2.152,2.753,NA,26.429,NA
293.06,0,NA,671.037,787.015,4.177,38.034,2.679,569.652,NA,238.147,NA
211.677,0,NA,641.298,758.763,0.709,10.548,15.069,511.121,NA,183.422,NA
221.874,0,NA,611.863,709.045,8.432,19.852,-8.464,390.637,NA,191.788,NA
292.901,0,NA,1104.323,1240.181,9.543,53.196,10.672,1027.622,NA,213.857,NA
244.715,0,NA,1029.941,1190.843,22.401,13.718,33.194,891.424,NA,205.665,NA
67.111,0.308,1.621367,21.676,44.31,1.206,1.471,0.66,18.919,NA,63.469,5.06
65.396,0.373,1.965152,27.112,50.241,7.591,-3.85,-4.512,20.029,NA,66.867,7.136
61.958,0.304,1.859262,14.958,47.316,5.585,-7.879,-7.951,14.263,NA,67.652,6.419
76.342,0.324,1.711092,17.37,55.803,18.232,2.751,1.911,14.702,NA,71.979,5.535
88.314,0.286,1.745192,36.717,98.287,15.418,10.474,11.185,15.148,NA,76.606,5.727
9.336,0.008,NA,25.396,40.209,12.421,3.594,1.312,31.986,NA,3.474,NA
11.758,0.009,NA,27.435,42.385,11.58,4.228,1.068,34.714,NA,4.599,NA
13.366,0.008,NA,28.842,44.83,9.924,4.654,1.102,42.036,NA,5.24,NA
16.178,0.008,NA,29.244,46.304,10.312,5.581,1.382,47.965,NA,6.372,NA
16.389,0.008,NA,27.245,47.106,8.121,5.539,1.985,54.273,NA,6.048,NA
88.707,0.444,2.453072,30.382,82.067,10.057,-15.882,-22.58,42.202,NA,98.463,11.624
64.63,0.331,1.97533,23.663,94.175,31.429,5.148,18.701,32.118,NA,56.675,7.209
59.302,0.308,1.632373,17.16,94.34,30.724,4.522,7.586,30.345,NA,52.984,5.116
54.658,0.275,1.435799,16.326,97.236,37.53,3.99,5.717,27.805,NA,49.117,4.203
64.544,0.304,1.598983,22.589,104.344,31.147,3.25,3.284,29.171,NA,60.083,4.948
7598.37,61,4.836282,5137.563,4744.66,85.42,702.8,315.232,1986.406,123,6682.179,126
7465.3,60,4.890349,4921.5,4831.4,82.1,653.7,295,2020.6,127,6579.3,133
7795.4,60,4.859812,4914,5143.8,96.6,692,371,2203.3,122,6953.1,129
8567.6,60,4.85203,5164.9,5878.7,111.7,685.4,405.2,2478.9,128,7720.4,128
9508.8,61.5,4.941642,5911.5,6841.8,229.4,861.3,313.4,2740.3,126,8476.5,140
66.508,0.437,1.018847,15.466,59.787,2.277,14.065,9.071,46.859,NA,49.381,2.77
84.585,0.66,1.430311,20.747,76.576,1.659,16.538,10.332,59.728,NA,64.051,4.18
49.585,0.479,1.295275,14.382,66.574,7.129,-6.529,-4.243,61.898,NA,51.053,3.652
49.048,0.537,1.017402,11.595,63.548,8.685,-0.406,-0.501,64.234,NA,44.063,2.766
61.183,0.708,1.1207,15.026,69.853,4.534,2.528,2.176,68.233,NA,53.503,3.067
65981,165.6,5.996452,134142,242223,126,11306,4669,84032,1995,44408,402
52550,117.8,5.783825,110042,165282,10592,6284,7135,73368,1549,36928,325
37827,71,5.537334,42960,55272,8014,5798,-13082,56625,814,27141,254
34529,61.6,5.624018,34032,47988,4353,3858,1865,58676,621,25801,277
30537,47.6,5.117994,25785,32804,3698,2734,-6469,13097,484,24035,167
77.98,0.18,0.9142887,36.803,66.091,0.361,8.829,4.311,34.353,NA,66.202,2.495
87.017,0.19,0.889125,34.607,68.565,0.853,9.605,5.64,39.184,NA,75.327,2.433
100.671,0.207,1.07841,35.205,75.448,3.275,11.879,7.049,46.972,NA,87.4,2.94
124.863,0.223,1.540945,56.4,106.734,0.887,16.542,10.263,51.421,1.207,104.269,4.669
150.855,0.229,1.125254,58.374,122.346,0.457,24.958,14.477,59.904,0.703,120.097,3.081
1350.59,5.05,NA,4412.428,6134.798,28.571,456.178,161.061,6600.687,NA,728.524,NA
1438.887,6.4,NA,4799.666,6607.099,19.691,459.594,161.483,7048.668,NA,794.082,NA
550.661,3.1,1.608638,296.019,478.449,11.514,25.948,25.345,353.762,NA,506.691,4.996
551.396,2.9,1.713798,280.833,485.08,11.315,36.256,27.741,364.167,NA,496.507,5.55
539.473,2.8,1.471554,251.116,462.942,10.36,35.985,28.059,382.884,NA,484.916,4.356
600.495,2.7,1.732186,277.38,533.492,20.39,39.096,29.9,411.505,NA,543.028,5.653
605.853,2.8,1.73077,264.77,543.937,30.124,10.943,13.459,421.615,NA,576.013,5.645
3968.555,32.7,NA,1599.145,1995.727,49.761,-226.859,-240.588,761.903,136.6,4120.725,0
3264.565,22,NA,1499.487,1083.731,29.105,-305.591,-813.078,591.623,128.3,3490.707,0
1024.66,8.1,3.169686,578.15,858.988,7.187,135.89,68.532,528.521,NA,856.695,23.8
1019.289,8.1,3.11795,694.231,1029.289,14.139,132.85,66.111,561.753,NA,853.274,22.6
1040.542,7.7,3.165475,609.825,1030.006,13.483,148.687,83.698,587.331,NA,859.387,23.7
1091.622,7.8,3.152736,685.717,1214.847,14.313,158.861,87.815,639.925,NA,898.527,23.4
1232.318,8.3,3.238678,760.77,1420.352,37.582,196.234,112.711,650.437,NA,999.321,25.5
3629.4,7.3,6.774338,1085.1,5399.6,226.5,1549.1,1138.5,2719.2,NA,1868.5,875.1
4015.7,7.7,6.76273,1225.9,6443.1,689.1,1776.5,1119.7,3109.9,NA,1973.3,865
5523,10.1,8.320789,6170.3,24456.3,1851.7,2053.4,-1391.9,4240.4,49.4,3022.3,4108.4
8356,12.9,7.411798,6787.4,26176.5,836.6,3071.5,2259.5,5526.1,55.7,4598,1655.4
10550,14.4,7.856319,9516,29221,1526,3902,2363,6792,73,5914,2582
18.519,0.162,0.1492817,5.68,17.106,4.52,0.729,0.839,12.538,NA,17.029,1.161
13.659,0.117,-0.1707883,5.384,13.667,3.627,-3.134,-3.09,12.515,NA,16.096,0.843
11.079,0.093,-0.8209805,3.598,10.779,2.383,-1.519,-1.099,12.376,NA,12.053,0.44
12.083,0.087,-1.44817,3.584,10.413,2.438,-0.336,-0.349,12.428,0,12.065,0.235
10.882,0.095,-0.2484614,9.706,13.288,3.172,-2.664,-3.37,7.507,0.002,13.199,0.78
39.697,0.022,NA,282.226,446.628,NA,23.162,0.813,96.79,NA,14.327,NA
27.34,0.016,NA,232.613,383.833,7.973,11.067,-6.974,74.143,NA,13.98,NA
16.732,0.018,NA,223.521,323.699,1.557,1.146,-44.047,74.764,NA,13.572,NA
51.814,0.017,NA,239.344,354.367,NA,32.957,8.847,75.126,NA,16.684,NA
31.464,0.016,NA,198.95,304.947,NA,10.784,-18.385,75.381,NA,18.512,NA
228.028,1.817,NA,81.987,244.464,17.861,22.085,16.192,179.789,NA,198.518,NA
219.167,1.618,0,84.164,241.571,13.514,10.996,-0.983,174.892,NA,200.424,1
212.376,1.448,0,85.029,235.05,27.685,10.508,2.261,179.267,NA,194.238,1
180.233,1.152,-0.2876821,88.493,234.123,35.739,7.463,-2.19,159.383,NA,166.556,0.75
202.861,1.252,-0.2876821,109.427,237.944,11.34,-0.071,-2.599,164.52,NA,196.659,0.75
73.209,0.925,NA,75.063,164.844,15.941,1.301,2.557,31.753,NA,70.101,NA
83.405,0.925,NA,56.209,149.688,15.744,7.428,3.698,24.389,NA,74.225,NA
73.791,1.515,NA,65.518,159.346,16.443,10.439,6.273,32.454,NA,61.271,NA
131.107,1.44,NA,65.643,171.165,26.805,19.388,11.677,42.308,NA,107.482,NA
134.506,1.365,NA,76.904,194.309,37.743,23.574,15.525,38.627,NA,106.791,NA
3761.716,12.296,NA,36122.571,38935.978,1278.691,900.537,329.127,NA,37.408,2739.298,NA
